Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-12-05 09:30:00-05:00,15766.544921875,15833.86328125,15761.41796875,15826.388671875,72650900,0.0,0.0
2023-12-05 10:00:00-05:00,15853.0078125,15905.3310546875,15845.4072265625,15859.849609375,79217723,0.0,0.0
2023-12-05 10:30:00-05:00,15863.1025390625,15931.2724609375,15860.9306640625,15923.3720703125,65640047,0.0,0.0
2023-12-05 11:00:00-05:00,15924.0556640625,15931.5703125,15836.384765625,15852.61328125,54300935,0.0,0.0
2023-12-05 11:30:00-05:00,15851.439453125,15872.9580078125,15809.94921875,15838.5830078125,45129488,0.0,0.0
2023-12-05 12:00:00-05:00,15840.4013671875,15866.5439453125,15840.4013671875,15859.05859375,47868296,0.0,0.0
2023-12-05 12:30:00-05:00,15859.744140625,15860.1181640625,15805.470703125,15844.615234375,41463589,0.0,0.0
2023-12-05 13:00:00-05:00,15845.3037109375,15861.955078125,15829.19140625,15847.904296875,39370850,0.0,0.0
2023-12-05 13:30:00-05:00,15848.2744140625,15853.2646484375,15835.5546875,15844.033203125,40057759,0.0,0.0
2023-12-05 14:00:00-05:00,15844.3271484375,15873.333984375,15832.123046875,15865.3740234375,38788452,0.0,0.0
2023-12-05 14:30:00-05:00,15864.896484375,15871.5546875,15837.875,15871.005859375,35794152,0.0,0.0
2023-12-05 15:00:00-05:00,15870.6943359375,15878.615234375,15861.4541015625,15868.8564453125,41360424,0.0,0.0
2023-12-05 15:30:00-05:00,15867.9912109375,15880.88671875,15857.046875,15880.88671875,87338496,0.0,0.0
2023-12-06 09:30:00-05:00,15988.6123046875,15988.716796875,15914.6513671875,15922.8076171875,73106458,0.0,0.0
2023-12-06 10:00:00-05:00,15923.5576171875,15944.6005859375,15857.01953125,15870.4853515625,74972091,0.0,0.0
2023-12-06 10:30:00-05:00,15871.8447265625,15916.087890625,15871.8447265625,15907.1826171875,59731399,0.0,0.0
2023-12-06 11:00:00-05:00,15909.7880859375,15922.08203125,15881.0419921875,15886.2578125,48329773,0.0,0.0
2023-12-06 11:30:00-05:00,15887.1611328125,15888.26953125,15843.451171875,15888.0166015625,44587457,0.0,0.0
2023-12-06 12:00:00-05:00,15887.951171875,15897.4345703125,15868.615234375,15871.5693359375,37270741,0.0,0.0
2023-12-06 12:30:00-05:00,15871.95703125,15887.3115234375,15843.13671875,15844.1845703125,37734125,0.0,0.0
2023-12-06 13:00:00-05:00,15843.67578125,15857.4609375,15823.8740234375,15853.87890625,38807725,0.0,0.0
2023-12-06 13:30:00-05:00,15853.9287109375,15860.4296875,15829.330078125,15858.59375,36273017,0.0,0.0
2023-12-06 14:00:00-05:00,15858.5830078125,15860.896484375,15835.876953125,15839.2919921875,34739655,0.0,0.0
2023-12-06 14:30:00-05:00,15839.6552734375,15860.9091796875,15839.6552734375,15843.384765625,33516570,0.0,0.0
2023-12-06 15:00:00-05:00,15842.9619140625,15845.658203125,15796.26953125,15802.3544921875,46403786,0.0,0.0
2023-12-06 15:30:00-05:00,15802.12890625,15815.443359375,15776.951171875,15790.9521484375,94473866,0.0,0.0
2023-12-07 09:30:00-05:00,15890.2158203125,15956.6259765625,15878.046875,15892.998046875,92924903,0.0,0.0
2023-12-07 10:00:00-05:00,15887.8076171875,15973.9599609375,15887.5546875,15972.990234375,81739804,0.0,0.0
2023-12-07 10:30:00-05:00,15974.2109375,15985.015625,15964.251953125,15974.7900390625,70990208,0.0,0.0
2023-12-07 11:00:00-05:00,15974.7861328125,15986.3740234375,15916.1650390625,15948.9775390625,58640411,0.0,0.0
2023-12-07 11:30:00-05:00,15949.818359375,16003.109375,15949.0810546875,16002.9345703125,46350618,0.0,0.0
2023-12-07 12:00:00-05:00,16004.654296875,16031.638671875,15992.279296875,16026.328125,51232178,0.0,0.0
2023-12-07 12:30:00-05:00,16026.93359375,16030.19921875,16007.7861328125,16015.423828125,39260241,0.0,0.0
2023-12-07 13:00:00-05:00,16014.740234375,16029.490234375,16000.0595703125,16004.53515625,36854123,0.0,0.0
2023-12-07 13:30:00-05:00,16005.6669921875,16015.533203125,15996.4609375,16015.1728515625,35921501,0.0,0.0
2023-12-07 14:00:00-05:00,16013.818359375,16041.517578125,16010.4111328125,16037.2431640625,42988988,0.0,0.0
2023-12-07 14:30:00-05:00,16037.984375,16037.984375,16004.666015625,16005.1533203125,39724784,0.0,0.0
2023-12-07 15:00:00-05:00,16002.9970703125,16031.3740234375,16002.9970703125,16019.7236328125,47044541,0.0,0.0
2023-12-07 15:30:00-05:00,16020.0625,16027.396484375,16007.603515625,16019.1806640625,101286348,0.0,0.0
2023-12-08 09:30:00-05:00,15952.3974609375,16009.6875,15937.5771484375,15981.23046875,80872917,0.0,0.0
2023-12-08 10:00:00-05:00,16002.5361328125,16095.724609375,16001.4697265625,16085.279296875,81392873,0.0,0.0
2023-12-08 10:30:00-05:00,16084.2119140625,16087.935546875,16011.16796875,16087.2021484375,63076428,0.0,0.0
2023-12-08 11:00:00-05:00,16088.35546875,16091.1240234375,16015.474609375,16033.4501953125,51422295,0.0,0.0
2023-12-08 11:30:00-05:00,16036.373046875,16042.1083984375,15997.83984375,16010.6376953125,43104345,0.0,0.0
2023-12-08 12:00:00-05:00,16011.859375,16044.4375,15982.0986328125,16040.2255859375,44689231,0.0,0.0
2023-12-08 12:30:00-05:00,16039.8681640625,16051.587890625,16027.0498046875,16050.7724609375,33291785,0.0,0.0
2023-12-08 13:00:00-05:00,16051.9306640625,16066.0166015625,16046.994140625,16061.6220703125,33592708,0.0,0.0
2023-12-08 13:30:00-05:00,16062.4521484375,16069.919921875,16048.26953125,16069.11328125,32319305,0.0,0.0
2023-12-08 14:00:00-05:00,16069.9736328125,16085.7109375,16065.60546875,16082.638671875,32336836,0.0,0.0
2023-12-08 14:30:00-05:00,16083.69921875,16100.76171875,16079.0302734375,16095.1376953125,36912031,0.0,0.0
2023-12-08 15:00:00-05:00,16096.20703125,16096.7705078125,16074.369140625,16093.345703125,45443420,0.0,0.0
2023-12-08 15:30:00-05:00,16093.263671875,16100.3740234375,16081.7294921875,16082.759765625,89560536,0.0,0.0
2023-12-11 09:30:00-05:00,16073.806640625,16149.2841796875,16061.97265625,16145.4912109375,104705756,0.0,0.0
2023-12-11 10:00:00-05:00,16148.1376953125,16160.326171875,16131.3544921875,16131.3544921875,91363667,0.0,0.0
2023-12-11 10:30:00-05:00,16132.888671875,16184.6787109375,16125.2880859375,16166.2373046875,73969675,0.0,0.0
2023-12-11 11:00:00-05:00,16163.794921875,16172.6669921875,16123.23828125,16138.8310546875,60308272,0.0,0.0
2023-12-11 11:30:00-05:00,16140.875,16148.544921875,16112.658203125,16148.298828125,50163361,0.0,0.0
2023-12-11 12:00:00-05:00,16147.611328125,16174.9287109375,16136.3251953125,16174.111328125,44278024,0.0,0.0
2023-12-11 12:30:00-05:00,16174.1611328125,16190.2919921875,16170.48046875,16188.6669921875,38010037,0.0,0.0
2023-12-11 13:00:00-05:00,16188.9462890625,16211.658203125,16179.5693359375,16209.2333984375,40637922,0.0,0.0
2023-12-11 13:30:00-05:00,16209.2421875,16229.0390625,16207.7587890625,16221.4208984375,41588498,0.0,0.0
2023-12-11 14:00:00-05:00,16221.0390625,16232.2138671875,16213.1416015625,16221.3173828125,40910947,0.0,0.0
2023-12-11 14:30:00-05:00,16222.16015625,16224.5576171875,16205.208984375,16210.447265625,40820652,0.0,0.0
2023-12-11 15:00:00-05:00,16211.5712890625,16220.822265625,16198.8857421875,16202.91796875,48226947,0.0,0.0
2023-12-11 15:30:00-05:00,16203.2216796875,16225.7587890625,16202.4990234375,16223.3291015625,103666893,0.0,0.0
2023-12-12 09:30:00-05:00,16216.4921875,16242.3310546875,16175.88671875,16241.4619140625,94340881,0.0,0.0
2023-12-12 10:00:00-05:00,16241.2470703125,16264.970703125,16234.59765625,16246.447265625,81243124,0.0,0.0
2023-12-12 10:30:00-05:00,16251.0205078125,16273.3525390625,16239.2109375,16272.9384765625,64237772,0.0,0.0
2023-12-12 11:00:00-05:00,16274.501953125,16292.2421875,16268.2734375,16274.34375,57480372,0.0,0.0
2023-12-12 11:30:00-05:00,16275.89453125,16284.7978515625,16262.2607421875,16263.556640625,45865880,0.0,0.0
2023-12-12 12:00:00-05:00,16265.796875,16269.0244140625,16244.947265625,16267.1025390625,47331540,0.0,0.0
2023-12-12 12:30:00-05:00,16267.8623046875,16280.5380859375,16263.5908203125,16274.9970703125,35360262,0.0,0.0
2023-12-12 13:00:00-05:00,16274.5263671875,16291.1328125,16270.3349609375,16281.509765625,43362469,0.0,0.0
2023-12-12 13:30:00-05:00,16281.787109375,16308.27734375,16278.06640625,16305.7978515625,37868212,0.0,0.0
2023-12-12 14:00:00-05:00,16305.5263671875,16311.72265625,16301.248046875,16308.5908203125,36375390,0.0,0.0
2023-12-12 14:30:00-05:00,16308.8671875,16325.9423828125,16306.736328125,16324.0927734375,39944422,0.0,0.0
2023-12-12 15:00:00-05:00,16324.2568359375,16341.9736328125,16319.9990234375,16339.3837890625,49112148,0.0,0.0
2023-12-12 15:30:00-05:00,16339.45703125,16352.654296875,16330.0673828125,16352.654296875,94246865,0.0,0.0
2023-12-13 09:30:00-05:00,16390.908203125,16437.779296875,16382.1015625,16390.390625,75956215,0.0,0.0
2023-12-13 10:00:00-05:00,16390.7421875,16417.701171875,16383.8896484375,16406.71875,68913704,0.0,0.0
2023-12-13 10:30:00-05:00,16405.306640625,16424.34765625,16398.51953125,16407.94140625,53493914,0.0,0.0
2023-12-13 11:00:00-05:00,16407.939453125,16417.66796875,16381.5546875,16388.05859375,55712558,0.0,0.0
2023-12-13 11:30:00-05:00,16389.251953125,16398.212890625,16379.2802734375,16380.55078125,40694946,0.0,0.0
2023-12-13 12:00:00-05:00,16380.0654296875,16390.6640625,16371.515625,16385.296875,37855130,0.0,0.0
2023-12-13 12:30:00-05:00,16384.97265625,16384.97265625,16370.509765625,16374.9287109375,31986092,0.0,0.0
2023-12-13 13:00:00-05:00,16374.7197265625,16374.7197265625,16357.525390625,16361.267578125,31577819,0.0,0.0
2023-12-13 13:30:00-05:00,16361.421875,16380.73046875,16360.76171875,16371.0205078125,32578052,0.0,0.0
2023-12-13 14:00:00-05:00,16397.974609375,16493.751953125,16393.11328125,16476.6015625,78612972,0.0,0.0
2023-12-13 14:30:00-05:00,16476.734375,16566.203125,16454.833984375,16549.52734375,86979496,0.0,0.0
2023-12-13 15:00:00-05:00,16549.400390625,16580.736328125,16466.369140625,16497.83984375,99403083,0.0,0.0
2023-12-13 15:30:00-05:00,16497.091796875,16561.197265625,16489.01953125,16561.197265625,130969654,0.0,0.0
2023-12-14 09:30:00-05:00,16610.29296875,16660.1640625,16609.6875,16632.5078125,129662453,0.0,0.0
2023-12-14 10:00:00-05:00,16636.0859375,16636.0859375,16575.87890625,16577.7265625,122942630,0.0,0.0
2023-12-14 10:30:00-05:00,16579.029296875,16604.583984375,16554.833984375,16598.701171875,91786664,0.0,0.0
2023-12-14 11:00:00-05:00,16599.947265625,16601.73046875,16537.81640625,16554.517578125,80094111,0.0,0.0
2023-12-14 11:30:00-05:00,16553.873046875,16577.720703125,16536.20703125,16569.146484375,70025721,0.0,0.0
2023-12-14 12:00:00-05:00,16568.84765625,16598.431640625,16567.93359375,16598.431640625,59778742,0.0,0.0
2023-12-14 12:30:00-05:00,16598.0859375,16605.404296875,16525.83984375,16525.83984375,71698573,0.0,0.0
2023-12-14 13:00:00-05:00,16525.798828125,16525.798828125,16473.611328125,16473.611328125,73499619,0.0,0.0
2023-12-14 13:30:00-05:00,16473.74609375,16489.9453125,16419.26171875,16455.9140625,61049029,0.0,0.0
2023-12-14 14:00:00-05:00,16455.71875,16509.669921875,16455.71875,16509.669921875,59216692,0.0,0.0
2023-12-14 14:30:00-05:00,16510.3046875,16526.240234375,16500.431640625,16523.115234375,56491697,0.0,0.0
2023-12-14 15:00:00-05:00,16523.2734375,16531.947265625,16515.458984375,16518.515625,66097165,0.0,0.0
2023-12-14 15:30:00-05:00,16519.80078125,16541.751953125,16515.8359375,16541.751953125,121583000,0.0,0.0
2023-12-15 09:30:00-05:00,16577.412109375,16628.46875,16572.216796875,16604.609375,107018636,0.0,0.0
2023-12-15 10:00:00-05:00,16615.96875,16651.951171875,16599.83984375,16651.951171875,89812652,0.0,0.0
2023-12-15 10:30:00-05:00,16652.765625,16657.568359375,16630.751953125,16644.087890625,72432448,0.0,0.0
2023-12-15 11:00:00-05:00,16644.810546875,16661.828125,16626.658203125,16657.13671875,59249373,0.0,0.0
2023-12-15 11:30:00-05:00,16666.12890625,16669.2265625,16637.490234375,16648.080078125,53977610,0.0,0.0
2023-12-15 12:00:00-05:00,16648.140625,16652.552734375,16628.224609375,16647.859375,44472508,0.0,0.0
2023-12-15 12:30:00-05:00,16648.087890625,16648.318359375,16588.578125,16590.234375,47021641,0.0,0.0
2023-12-15 13:00:00-05:00,16589.65625,16621.09375,16588.33203125,16621.09375,39170393,0.0,0.0
2023-12-15 13:30:00-05:00,16621.2109375,16626.259765625,16557.2109375,16569.322265625,48089745,0.0,0.0
2023-12-15 14:00:00-05:00,16568.73828125,16597.31640625,16561.583984375,16580.87109375,39235649,0.0,0.0
2023-12-15 14:30:00-05:00,16580.556640625,16614.333984375,16580.556640625,16600.130859375,39605827,0.0,0.0
2023-12-15 15:00:00-05:00,16600.259765625,16623.501953125,16597.7734375,16618.41015625,45645398,0.0,0.0
2023-12-15 15:30:00-05:00,16619.69921875,16653.1171875,16605.13671875,16606.576171875,133520430,0.0,0.0
