time,ask
09:30,22
09:31,16
09:32,15
09:33,15
09:34,15
09:35,15
09:36,14
09:37,12
09:38,11
09:39,11
09:40,11
09:41,10
09:42,10
09:43,10
09:44,10
09:45,10
09:46,11
09:47,11
09:48,11
09:49,11
09:50,11
09:51,11
09:52,11
09:53,12
09:54,11
09:55,11
09:56,11
09:57,10
09:58,10
09:59,10
10:00,9
10:01,10
10:02,9
10:03,9
10:04,9
10:05,8
10:06,9
10:07,9
10:08,9
10:09,9
10:10,8
10:11,7
10:12,7
10:13,8
10:14,9
10:15,10
10:16,11
10:17,11
10:18,10
10:19,8
10:20,7
10:21,7
10:22,7
10:23,8
10:24,7
10:25,7
10:26,7
10:27,7
10:28,8
10:29,9
10:30,9
10:31,9
10:32,10
10:33,10
10:34,12
10:35,11
10:36,12
10:37,12
10:38,12
10:39,12
10:40,11
10:41,9
10:42,8
10:43,8
10:44,8
10:45,7
10:46,8
10:47,8
10:48,9
10:49,9
10:50,9
10:51,8
10:52,7
10:53,7
10:54,9
10:55,18
10:56,19
10:57,14
10:58,12
10:59,14
11:00,14
11:01,14
11:02,14
11:03,14
11:04,14
11:05,14
11:06,14
11:07,13
11:08,12
11:09,12
11:10,12
11:11,12
11:12,10
11:13,10
11:14,10
11:15,8
11:16,7
11:17,7
11:18,7
11:19,7
11:20,8
11:21,8
11:22,8
11:23,9
11:24,10
11:25,10
11:26,9
11:27,9
11:28,8
11:29,8
11:30,7
11:31,7
11:32,7
11:33,7
11:34,6
11:35,6
11:36,7
11:37,7
11:38,7
11:39,6
11:40,7
11:41,7
11:42,7
11:43,7
11:44,8
11:45,7
11:46,7
11:47,7
11:48,7
11:49,6
11:50,6
11:51,7
11:52,7
11:53,6
11:54,6
11:55,6
11:56,6
11:57,6
11:58,6
11:59,6
12:00,6
12:01,5
12:02,5
12:03,4
12:04,4
12:05,4
12:06,4
12:07,4
12:08,4
12:09,5
12:10,4
12:11,4
12:12,4
12:13,4
12:14,4
12:15,4
12:16,5
12:17,6
12:18,5
12:19,6
12:20,6
12:21,7
12:22,9
12:23,9
12:24,8
12:25,10
12:26,12
12:27,10
12:28,9
12:29,11
12:30,12
12:31,17
12:32,18
12:33,15
12:34,12
12:35,12
12:36,12
12:37,14
12:38,16
12:39,17
12:40,19
12:41,19
12:42,16
12:43,16
12:44,15
12:45,14
12:46,14
12:47,15
12:48,15
12:49,15
12:50,15
12:51,14
12:52,12
12:53,12
12:54,11
12:55,12
12:56,12
12:57,12
12:58,11
12:59,11
13:00,11
13:01,11
13:02,12
13:03,12
13:04,13
13:05,14
13:06,16
13:07,17
13:08,20
13:09,19
13:10,17
13:11,15
13:12,15
13:13,14
13:14,12
13:15,12
13:16,12
13:17,12
13:18,13
13:19,13
13:20,13
13:21,13
13:22,12
13:23,12
13:24,12
13:25,13
13:26,13
13:27,13
13:28,13
13:29,12
13:30,12
13:31,12
13:32,12
13:33,12
13:34,14
13:35,16
13:36,16
13:37,15
13:38,16
13:39,16
13:40,15
13:41,13
13:42,12
13:43,12
13:44,10
13:45,9
13:46,10
13:47,10
13:48,9
13:49,10
13:50,10
13:51,11
13:52,10
13:53,11
13:54,10
13:55,10
13:56,11
13:57,10
13:58,11
13:59,11
14:00,10
14:01,10
14:02,11
14:03,11
14:04,11
14:05,11
14:06,11
14:07,12
14:08,17
14:09,20
14:10,21
14:11,21
14:12,18
14:13,17
14:14,19
14:15,19
14:16,19
14:17,20
14:18,21
14:19,21
14:20,19
14:21,20
14:22,20
14:23,19
14:24,20
14:25,18
14:26,15
14:27,13
14:28,14
14:29,14
14:30,11
14:31,10
14:32,9
14:33,7
14:34,7
14:35,6
14:36,6
14:37,7
14:38,7
14:39,7
14:40,6
14:41,6
14:42,4
14:43,3
14:44,4
14:45,3
14:46,4
14:47,4
14:48,4
14:49,4
14:50,4
14:51,3
14:52,4
14:53,4
14:54,4
14:55,4
14:56,4
14:57,4
14:58,4
14:59,3
15:00,3
15:01,3
15:02,3
15:03,3
15:04,2
15:05,2
15:06,2
15:07,2
15:08,2
15:09,2
15:10,2
15:11,2
15:12,2
15:13,2
15:14,2
15:15,2
15:16,2
15:17,2
15:18,2
15:19,2
15:20,1
15:21,1
15:22,1
15:23,1
15:24,1
15:25,1
15:26,1
15:27,1
15:28,1
15:29,1
15:30,2
15:31,1
15:32,1
15:33,1
15:34,2
15:35,2
15:36,2
15:37,2
15:38,2
15:39,2
15:40,2
15:41,1
15:42,1
15:43,2
15:44,2
15:45,2
15:46,1
15:47,1
15:48,1
15:49,1
15:50,1
15:51,1
15:52,1
15:53,1
15:54,1
15:55,1
15:56,1
15:57,1
15:58,1
15:59,1
