time,ask
09:30,19
09:31,16
09:32,16
09:33,16
09:34,17
09:35,17
09:36,18
09:37,17
09:38,17
09:39,17
09:40,17
09:41,18
09:42,18
09:43,17
09:44,18
09:45,18
09:46,19
09:47,20
09:48,20
09:49,19
09:50,19
09:51,18
09:52,17
09:53,16
09:54,17
09:55,18
09:56,19
09:57,22
09:58,21
09:59,18
10:00,19
10:01,20
10:02,20
10:03,19
10:04,19
10:05,17
10:06,16
10:07,17
10:08,18
10:09,18
10:10,19
10:11,20
10:12,19
10:13,20
10:14,20
10:15,20
10:16,20
10:17,19
10:18,18
10:19,17
10:20,19
10:21,21
10:22,21
10:23,22
10:24,22
10:25,22
10:26,22
10:27,21
10:28,19
10:29,19
10:30,18
10:31,15
10:32,15
10:33,16
10:34,14
10:35,15
10:36,15
10:37,15
10:38,16
10:39,16
10:40,16
10:41,15
10:42,15
10:43,15
10:44,15
10:45,16
10:46,17
10:47,16
10:48,16
10:49,17
10:50,16
10:51,15
10:52,15
10:53,14
10:54,13
10:55,13
10:56,13
10:57,13
10:58,13
10:59,13
11:00,13
11:01,13
11:02,13
11:03,15
11:04,14
11:05,13
11:06,14
11:07,14
11:08,15
11:09,15
11:10,15
11:11,15
11:12,16
11:13,15
11:14,17
11:15,16
11:16,15
11:17,15
11:18,15
11:19,16
11:20,16
11:21,16
11:22,17
11:23,17
11:24,18
11:25,19
11:26,19
11:27,20
11:28,18
11:29,18
11:30,19
11:31,19
11:32,18
11:33,19
11:34,20
11:35,21
11:36,22
11:37,24
11:38,25
11:39,25
11:40,25
11:41,26
11:42,28
11:43,28
11:44,29
11:45,28
11:46,26
11:47,27
11:48,27
11:49,27
11:50,27
11:51,26
11:52,27
11:53,27
11:54,27
11:55,26
11:56,26
11:57,25
11:58,26
11:59,26
12:00,25
12:01,24
12:02,23
12:03,23
12:04,21
12:05,23
12:06,25
12:07,26
12:08,27
12:09,28
12:10,27
12:11,27
12:12,26
12:13,26
12:14,26
12:15,25
12:16,25
12:17,27
12:18,29
12:19,29
12:20,29
12:21,27
12:22,26
12:23,26
12:24,25
12:25,24
12:26,24
12:27,23
12:28,22
12:29,24
12:30,24
12:31,24
12:32,24
12:33,24
12:34,24
12:35,24
12:36,23
12:37,24
12:38,26
12:39,27
12:40,27
12:41,28
12:42,28
12:43,26
12:44,27
12:45,27
12:46,28
12:47,28
12:48,27
12:49,27
12:50,27
12:51,29
12:52,33
12:53,33
12:54,33
12:55,33
12:56,35
12:57,36
12:58,37
12:59,38
13:00,38
13:01,40
13:02,41
13:03,42
13:04,40
13:05,35
13:06,31
13:07,31
13:08,32
13:09,34
13:10,34
13:11,35
13:12,34
13:13,35
13:14,36
13:15,38
13:16,40
13:17,41
13:18,40
13:19,40
13:20,41
13:21,42
13:22,43
13:23,43
13:24,43
13:25,44
13:26,45
13:27,45
13:28,43
13:29,40
13:30,43
13:31,43
13:32,44
13:33,45
13:34,43
13:35,43
13:36,45
13:37,41
13:38,41
13:39,42
13:40,41
13:41,40
13:42,43
13:43,42
13:44,45
13:45,45
13:46,42
13:47,40
13:48,39
13:49,38
13:50,35
13:51,36
13:52,37
13:53,37
13:54,39
13:55,39
13:56,41
13:57,40
13:58,39
13:59,37
14:00,35
14:01,34
14:02,36
14:03,39
14:04,39
14:05,39
14:06,38
14:07,37
14:08,38
14:09,39
14:10,39
14:11,42
14:12,45
14:13,45
14:14,46
14:15,48
14:16,46
14:17,46
14:18,48
14:19,51
14:20,52
14:21,53
14:22,53
14:23,58
14:24,60
14:25,59
14:26,60
14:27,64
14:28,60
14:29,60
14:30,65
14:31,70
14:32,70
14:33,71
14:34,72
14:35,72
14:36,75
14:37,76
14:38,72
14:39,71
14:40,67
14:41,66
14:42,70
14:43,72
14:44,74
14:45,76
14:46,73
14:47,68
14:48,63
14:49,58
14:50,53
14:51,53
14:52,53
14:53,54
14:54,59
14:55,58
14:56,55
14:57,50
14:58,45
14:59,35
15:00,32
15:01,38
15:02,39
15:03,40
15:04,39
15:05,38
15:06,37
15:07,36
15:08,41
15:09,45
15:10,47
15:11,44
15:12,43
15:13,43
15:14,50
15:15,51
15:16,51
15:17,55
15:18,54
15:19,51
15:20,43
15:21,47
15:22,51
15:23,50
15:24,43
15:25,44
15:26,45
15:27,41
15:28,41
15:29,38
15:30,35
15:31,35
15:32,27
15:33,25
15:34,30
15:35,28
15:36,36
15:37,40
15:38,38
15:39,38
15:40,36
15:41,32
15:42,30
15:43,29
15:44,29
15:45,23
15:46,17
15:47,21
15:48,15
15:49,15
15:50,11
15:51,8
15:52,13
15:53,20
15:54,16
15:55,5
15:56,3
15:57,3
15:58,2
15:59,13
