time,ask
09:30,36
09:31,24
09:32,25
09:33,25
09:34,26
09:35,26
09:36,26
09:37,27
09:38,28
09:39,29
09:40,28
09:41,27
09:42,27
09:43,26
09:44,26
09:45,25
09:46,24
09:47,24
09:48,25
09:49,26
09:50,25
09:51,23
09:52,23
09:53,24
09:54,25
09:55,26
09:56,26
09:57,25
09:58,25
09:59,25
10:00,25
10:01,23
10:02,21
10:03,20
10:04,20
10:05,20
10:06,20
10:07,20
10:08,18
10:09,17
10:10,18
10:11,18
10:12,20
10:13,20
10:14,21
10:15,20
10:16,18
10:17,18
10:18,19
10:19,19
10:20,20
10:21,19
10:22,17
10:23,16
10:24,15
10:25,16
10:26,16
10:27,15
10:28,14
10:29,13
10:30,15
10:31,16
10:32,17
10:33,16
10:34,18
10:35,22
10:36,23
10:37,23
10:38,23
10:39,22
10:40,23
10:41,24
10:42,24
10:43,23
10:44,23
10:45,23
10:46,20
10:47,17
10:48,15
10:49,14
10:50,15
10:51,15
10:52,15
10:53,15
10:54,15
10:55,13
10:56,14
10:57,13
10:58,14
10:59,14
11:00,13
11:01,13
11:02,14
11:03,15
11:04,16
11:05,16
11:06,17
11:07,18
11:08,18
11:09,19
11:10,19
11:11,21
11:12,22
11:13,22
11:14,21
11:15,22
11:16,23
11:17,24
11:18,27
11:19,29
11:20,29
11:21,30
11:22,27
11:23,25
11:24,26
11:25,27
11:26,29
11:27,29
11:28,28
11:29,29
11:30,28
11:31,28
11:32,27
11:33,27
11:34,27
11:35,27
11:36,26
11:37,28
11:38,30
11:39,30
11:40,30
11:41,26
11:42,27
11:43,27
11:44,28
11:45,27
11:46,27
11:47,32
11:48,37
11:49,37
11:50,35
11:51,35
11:52,37
11:53,39
11:54,39
11:55,39
11:56,40
11:57,40
11:58,41
11:59,42
12:00,42
12:01,41
12:02,41
12:03,41
12:04,40
12:05,39
12:06,41
12:07,41
12:08,41
12:09,41
12:10,42
12:11,43
12:12,42
12:13,40
12:14,38
12:15,39
12:16,40
12:17,41
12:18,42
12:19,43
12:20,44
12:21,45
12:22,45
12:23,44
12:24,42
12:25,43
12:26,43
12:27,43
12:28,44
12:29,44
12:30,45
12:31,45
12:32,47
12:33,46
12:34,47
12:35,47
12:36,46
12:37,45
12:38,46
12:39,45
12:40,45
12:41,45
12:42,44
12:43,43
12:44,42
12:45,43
12:46,43
12:47,44
12:48,45
12:49,47
12:50,47
12:51,47
12:52,48
12:53,46
12:54,45
12:55,45
12:56,44
12:57,42
12:58,42
12:59,43
13:00,44
13:01,43
13:02,42
13:03,40
13:04,38
13:05,38
13:06,39
13:07,41
13:08,40
13:09,41
13:10,41
13:11,41
13:12,42
13:13,40
13:14,38
13:15,38
13:16,39
13:17,40
13:18,40
13:19,39
13:20,41
13:21,41
13:22,39
13:23,35
13:24,35
13:25,32
13:26,31
13:27,30
13:28,31
13:29,30
13:30,28
13:31,27
13:32,23
13:33,25
13:34,28
13:35,28
13:36,28
13:37,27
13:38,26
13:39,27
13:40,26
13:41,27
13:42,25
13:43,25
13:44,27
13:45,28
13:46,28
13:47,28
13:48,29
13:49,29
13:50,29
13:51,28
13:52,25
13:53,21
13:54,22
13:55,19
13:56,21
13:57,22
13:58,21
13:59,20
14:00,20
14:01,17
14:02,18
14:03,17
14:04,19
14:05,21
14:06,20
14:07,18
14:08,17
14:09,16
14:10,16
14:11,16
14:12,17
14:13,21
14:14,24
14:15,25
14:16,25
14:17,25
14:18,26
14:19,28
14:20,29
14:21,27
14:22,27
14:23,25
14:24,18
14:25,15
14:26,19
14:27,22
14:28,23
14:29,23
14:30,25
14:31,26
14:32,26
14:33,24
14:34,21
14:35,19
14:36,20
14:37,20
14:38,22
14:39,24
14:40,24
14:41,25
14:42,25
14:43,28
14:44,28
14:45,30
14:46,32
14:47,34
14:48,34
14:49,31
14:50,28
14:51,29
14:52,31
14:53,31
14:54,29
14:55,30
14:56,32
14:57,35
14:58,37
14:59,36
15:00,39
15:01,43
15:02,38
15:03,36
15:04,35
15:05,36
15:06,35
15:07,40
15:08,45
15:09,49
15:10,53
15:11,60
15:12,63
15:13,61
15:14,62
15:15,63
15:16,67
15:17,71
15:18,74
15:19,72
15:20,72
15:21,73
15:22,71
15:23,72
15:24,74
15:25,75
15:26,75
15:27,74
15:28,73
15:29,73
15:30,74
15:31,77
15:32,80
15:33,81
15:34,82
15:35,83
15:36,81
15:37,78
15:38,82
15:39,84
15:40,83
15:41,83
15:42,85
15:43,86
15:44,86
15:45,91
15:46,91
15:47,88
15:48,90
15:49,94
15:50,88
15:51,93
15:52,94
15:53,95
15:54,94
15:55,95
15:56,96
15:57,97
15:58,98
15:59,100
