time,ask
09:30,45
09:31,11
09:32,11
09:33,11
09:34,11
09:35,10
09:36,10
09:37,10
09:38,9
09:39,9
09:40,9
09:41,9
09:42,10
09:43,9
09:44,7
09:45,8
09:46,7
09:47,8
09:48,7
09:49,6
09:50,5
09:51,4
09:52,4
09:53,4
09:54,4
09:55,4
09:56,4
09:57,4
09:58,4
09:59,4
10:00,6
10:01,8
10:02,9
10:03,10
10:04,12
10:05,13
10:06,13
10:07,15
10:08,16
10:09,17
10:10,16
10:11,14
10:12,13
10:13,14
10:14,15
10:15,18
10:16,20
10:17,21
10:18,22
10:19,22
10:20,21
10:21,20
10:22,21
10:23,21
10:24,23
10:25,22
10:26,20
10:27,20
10:28,22
10:29,22
10:30,23
10:31,23
10:32,22
10:33,22
10:34,22
10:35,20
10:36,21
10:37,22
10:38,22
10:39,24
10:40,25
10:41,24
10:42,23
10:43,23
10:44,23
10:45,24
10:46,25
10:47,27
10:48,27
10:49,28
10:50,28
10:51,28
10:52,29
10:53,29
10:54,28
10:55,28
10:56,29
10:57,29
10:58,28
10:59,28
11:00,29
11:01,28
11:02,29
11:03,30
11:04,30
11:05,30
11:06,31
11:07,30
11:08,29
11:09,29
11:10,30
11:11,31
11:12,31
11:13,32
11:14,31
11:15,31
11:16,31
11:17,31
11:18,31
11:19,30
11:20,29
11:21,29
11:22,29
11:23,29
11:24,31
11:25,30
11:26,30
11:27,31
11:28,32
11:29,31
11:30,31
11:31,31
11:32,33
11:33,34
11:34,34
11:35,35
11:36,35
11:37,35
11:38,35
11:39,35
11:40,34
11:41,33
11:42,34
11:43,34
11:44,34
11:45,34
11:46,34
11:47,35
11:48,35
11:49,35
11:50,35
11:51,35
11:52,35
11:53,36
11:54,36
11:55,36
11:56,36
11:57,36
11:58,36
11:59,35
12:00,35
12:01,33
12:02,31
12:03,31
12:04,31
12:05,30
12:06,29
12:07,28
12:08,29
12:09,30
12:10,31
12:11,32
12:12,31
12:13,31
12:14,31
12:15,30
12:16,31
12:17,28
12:18,28
12:19,29
12:20,29
12:21,29
12:22,31
12:23,30
12:24,30
12:25,30
12:26,29
12:27,28
12:28,27
12:29,26
12:30,24
12:31,25
12:32,25
12:33,24
12:34,24
12:35,27
12:36,29
12:37,27
12:38,27
12:39,27
12:40,27
12:41,24
12:42,26
12:43,28
12:44,29
12:45,29
12:46,28
12:47,28
12:48,27
12:49,26
12:50,26
12:51,26
12:52,27
12:53,28
12:54,28
12:55,29
12:56,28
12:57,26
12:58,26
12:59,26
13:00,24
13:01,23
13:02,22
13:03,23
13:04,22
13:05,22
13:06,22
13:07,24
13:08,26
13:09,27
13:10,28
13:11,29
13:12,29
13:13,29
13:14,27
13:15,27
13:16,29
13:17,29
13:18,29
13:19,31
13:20,32
13:21,33
13:22,32
13:23,31
13:24,28
13:25,29
13:26,30
13:27,31
13:28,33
13:29,33
13:30,33
13:31,34
13:32,34
13:33,35
13:34,35
13:35,36
13:36,37
13:37,37
13:38,38
13:39,38
13:40,37
13:41,36
13:42,36
13:43,36
13:44,37
13:45,38
13:46,37
13:47,38
13:48,39
13:49,41
13:50,42
13:51,44
13:52,45
13:53,44
13:54,43
13:55,44
13:56,45
13:57,44
13:58,44
13:59,45
14:00,44
14:01,45
14:02,45
14:03,46
14:04,47
14:05,48
14:06,49
14:07,50
14:08,50
14:09,50
14:10,49
14:11,50
14:12,50
14:13,50
14:14,50
14:15,51
14:16,52
14:17,52
14:18,52
14:19,51
14:20,52
14:21,52
14:22,52
14:23,51
14:24,51
14:25,52
14:26,50
14:27,52
14:28,53
14:29,53
14:30,53
14:31,52
14:32,51
14:33,52
14:34,51
14:35,50
14:36,50
14:37,52
14:38,51
14:39,48
14:40,48
14:41,47
14:42,48
14:43,49
14:44,45
14:45,45
14:46,45
14:47,43
14:48,44
14:49,45
14:50,43
14:51,41
14:52,42
14:53,46
14:54,45
14:55,45
14:56,44
14:57,47
14:58,45
14:59,47
15:00,49
15:01,50
15:02,52
15:03,46
15:04,44
15:05,50
15:06,53
15:07,56
15:08,58
15:09,56
15:10,58
15:11,57
15:12,57
15:13,61
15:14,62
15:15,63
15:16,63
15:17,61
15:18,60
15:19,59
15:20,58
15:21,58
15:22,57
15:23,58
15:24,56
15:25,59
15:26,64
15:27,64
15:28,65
15:29,66
15:30,68
15:31,71
15:32,70
15:33,73
15:34,74
15:35,73
15:36,69
15:37,70
15:38,71
15:39,72
15:40,68
15:41,65
15:42,64
15:43,55
15:44,46
15:45,55
15:46,56
15:47,52
15:48,48
15:49,47
15:50,39
15:51,32
15:52,33
15:53,39
15:54,39
15:55,40
15:56,42
15:57,30
15:58,26
15:59,25
