time,ask
09:30,10
09:31,12
09:32,13
09:33,13
09:34,14
09:35,15
09:36,14
09:37,12
09:38,12
09:39,10
09:40,12
09:41,13
09:42,13
09:43,13
09:44,13
09:45,12
09:46,10
09:47,8
09:48,8
09:49,7
09:50,8
09:51,7
09:52,6
09:53,5
09:54,4
09:55,5
09:56,5
09:57,4
09:58,5
09:59,5
10:00,5
10:01,6
10:02,6
10:03,6
10:04,5
10:05,5
10:06,5
10:07,4
10:08,5
10:09,5
10:10,5
10:11,5
10:12,6
10:13,7
10:14,7
10:15,7
10:16,7
10:17,8
10:18,8
10:19,9
10:20,8
10:21,9
10:22,7
10:23,6
10:24,7
10:25,7
10:26,7
10:27,7
10:28,9
10:29,9
10:30,9
10:31,9
10:32,9
10:33,7
10:34,7
10:35,7
10:36,8
10:37,7
10:38,7
10:39,6
10:40,7
10:41,8
10:42,6
10:43,6
10:44,7
10:45,7
10:46,7
10:47,7
10:48,6
10:49,7
10:50,7
10:51,7
10:52,6
10:53,7
10:54,8
10:55,8
10:56,8
10:57,8
10:58,9
10:59,9
11:00,9
11:01,8
11:02,7
11:03,7
11:04,7
11:05,6
11:06,6
11:07,5
11:08,5
11:09,4
11:10,5
11:11,6
11:12,6
11:13,8
11:14,9
11:15,9
11:16,9
11:17,10
11:18,11
11:19,11
11:20,11
11:21,11
11:22,10
11:23,11
11:24,11
11:25,9
11:26,9
11:27,8
11:28,8
11:29,7
11:30,7
11:31,7
11:32,6
11:33,6
11:34,5
11:35,6
11:36,5
11:37,6
11:38,6
11:39,5
11:40,5
11:41,5
11:42,6
11:43,6
11:44,6
11:45,6
11:46,6
11:47,6
11:48,6
11:49,5
11:50,6
11:51,6
11:52,6
11:53,8
11:54,8
11:55,7
11:56,7
11:57,7
11:58,7
11:59,8
12:00,8
12:01,8
12:02,9
12:03,8
12:04,9
12:05,9
12:06,9
12:07,8
12:08,8
12:09,9
12:10,9
12:11,9
12:12,8
12:13,8
12:14,9
12:15,9
12:16,10
12:17,10
12:18,8
12:19,6
12:20,7
12:21,7
12:22,6
12:23,6
12:24,6
12:25,6
12:26,6
12:27,6
12:28,6
12:29,6
12:30,8
12:31,9
12:32,8
12:33,7
12:34,7
12:35,7
12:36,7
12:37,7
12:38,7
12:39,7
12:40,7
12:41,6
12:42,6
12:43,6
12:44,6
12:45,5
12:46,5
12:47,5
12:48,5
12:49,4
12:50,4
12:51,4
12:52,4
12:53,4
12:54,4
12:55,4
12:56,5
12:57,5
12:58,5
12:59,5
13:00,5
13:01,4
13:02,4
13:03,4
13:04,4
13:05,4
13:06,4
13:07,3
13:08,3
13:09,4
13:10,4
13:11,4
13:12,4
13:13,4
13:14,4
13:15,4
13:16,4
13:17,4
13:18,4
13:19,3
13:20,3
13:21,3
13:22,3
13:23,3
13:24,3
13:25,3
13:26,4
13:27,5
13:28,5
13:29,5
13:30,5
13:31,5
13:32,5
13:33,4
13:34,5
13:35,4
13:36,4
13:37,4
13:38,4
13:39,4
13:40,4
13:41,4
13:42,4
13:43,4
13:44,5
13:45,5
13:46,5
13:47,5
13:48,5
13:49,5
13:50,5
13:51,5
13:52,5
13:53,5
13:54,7
13:55,8
13:56,7
13:57,6
13:58,7
13:59,7
14:00,7
14:01,8
14:02,10
14:03,10
14:04,10
14:05,10
14:06,10
14:07,9
14:08,9
14:09,9
14:10,8
14:11,9
14:12,9
14:13,8
14:14,8
14:15,8
14:16,8
14:17,8
14:18,7
14:19,6
14:20,6
14:21,6
14:22,6
14:23,6
14:24,7
14:25,7
14:26,7
14:27,7
14:28,5
14:29,5
14:30,4
14:31,4
14:32,4
14:33,3
14:34,3
14:35,3
14:36,3
14:37,3
14:38,3
14:39,3
14:40,3
14:41,3
14:42,2
14:43,2
14:44,2
14:45,2
14:46,2
14:47,2
14:48,2
14:49,2
14:50,3
14:51,2
14:52,3
14:53,2
14:54,3
14:55,2
14:56,3
14:57,3
14:58,3
14:59,3
15:00,3
15:01,2
15:02,3
15:03,2
15:04,2
15:05,2
15:06,2
15:07,2
15:08,2
15:09,2
15:10,2
15:11,2
15:12,2
15:13,2
15:14,2
15:15,2
15:16,2
15:17,2
15:18,2
15:19,2
15:20,2
15:21,2
15:22,1
15:23,2
15:24,2
15:25,2
15:26,1
15:27,2
15:28,1
15:29,1
15:30,1
15:31,1
15:32,1
15:33,1
15:34,1
15:35,1
15:36,1
15:37,1
15:38,1
15:39,1
15:40,1
15:41,1
15:42,1
15:43,1
15:44,1
15:45,1
15:46,1
15:47,1
15:48,1
15:49,1
15:50,1
15:51,1
15:52,1
15:53,1
15:54,1
15:55,1
15:56,1
15:57,1
15:58,1
15:59,1
