datetime,bid,ask,open_interest,volume
2023-02-16 09:30:50,29,55,629,869
2023-02-16 09:34:50,32,59,629,869
2023-02-16 09:34:51,32,51,629,869
2023-02-16 09:37:27,25,51,629,869
2023-02-16 09:39:22,25,50,629,869
2023-02-16 09:39:23,41,50,629,869
2023-02-16 09:39:23,41,47,629,869
2023-02-16 09:40:07,41,51,629,869
2023-02-16 09:40:07,41,49,629,869
2023-02-16 09:40:08,43,49,629,869
2023-02-16 09:40:32,41,49,629,869
2023-02-16 09:40:53,41,46,629,869
2023-02-16 09:41:13,41,48,629,869
2023-02-16 09:41:13,41,47,629,869
2023-02-16 09:41:53,42,47,629,869
2023-02-16 09:42:17,41,47,629,869
2023-02-16 09:42:45,39,47,629,869
2023-02-16 09:42:46,39,44,629,869
2023-02-16 09:42:46,35,44,629,869
2023-02-16 09:42:46,38,44,629,869
2023-02-16 09:43:17,36,44,629,869
2023-02-16 09:43:17,36,42,629,869
2023-02-16 09:43:47,32,42,629,869
2023-02-16 09:43:47,32,45,629,869
2023-02-16 09:43:48,31,45,629,869
2023-02-16 09:43:48,31,43,629,869
2023-02-16 09:43:48,35,43,629,869
2023-02-16 09:43:48,35,41,629,869
2023-02-16 09:44:19,35,43,629,869
2023-02-16 09:44:20,39,43,629,869
2023-02-16 09:44:21,39,45,629,869
2023-02-16 09:44:48,39,46,629,869
2023-02-16 09:44:48,40,46,629,869
2023-02-16 09:45:21,41,46,629,869
2023-02-16 09:45:49,39,46,629,869
2023-02-16 09:45:51,39,44,629,869
2023-02-16 09:45:51,39,42,629,869
2023-02-16 09:45:53,37,42,629,869
2023-02-16 09:46:17,37,44,629,869
2023-02-16 09:46:18,37,46,629,869
2023-02-16 09:46:18,40,46,629,869
2023-02-16 09:46:48,40,48,629,869
2023-02-16 09:46:48,39,48,629,869
2023-02-16 09:46:48,39,49,629,869
2023-02-16 09:46:48,39,47,629,869
2023-02-16 09:46:49,39,45,629,869
2023-02-16 09:47:18,39,46,629,869
2023-02-16 09:47:18,41,46,629,869
2023-02-16 09:47:47,37,46,629,869
2023-02-16 09:47:47,35,46,629,869
2023-02-16 09:47:47,42,46,629,869
2023-02-16 09:47:48,42,48,629,869
2023-02-16 09:48:19,42,50,629,869
2023-02-16 09:48:19,42,49,629,869
2023-02-16 09:48:22,44,49,629,869
2023-02-16 09:48:47,42,49,629,869
2023-02-16 09:48:48,43,49,629,869
2023-02-16 09:49:18,44,49,629,869
2023-02-16 09:49:18,44,51,629,869
2023-02-16 09:49:18,44,53,629,869
2023-02-16 09:49:18,44,54,629,869
2023-02-16 09:49:19,44,50,629,869
2023-02-16 09:49:48,42,50,629,869
2023-02-16 09:49:49,42,47,629,869
2023-02-16 09:50:48,40,47,629,869
2023-02-16 09:50:49,40,45,629,869
2023-02-16 09:51:17,40,47,629,869
2023-02-16 09:51:18,41,47,629,869
2023-02-16 09:51:47,41,49,629,869
2023-02-16 09:51:48,43,49,629,869
2023-02-16 09:51:49,45,49,629,869
2023-02-16 09:51:51,45,50,629,869
2023-02-16 09:52:18,43,50,629,869
2023-02-16 09:52:18,43,48,629,869
2023-02-16 09:53:11,43,48,639,879
2023-02-16 09:53:17,43,50,639,879
2023-02-16 09:53:18,43,48,639,879
2023-02-16 09:53:47,41,48,639,879
2023-02-16 09:53:47,41,50,639,879
2023-02-16 09:53:47,39,50,639,879
2023-02-16 09:53:48,39,52,639,879
2023-02-16 09:53:48,42,52,639,879
2023-02-16 09:53:48,42,49,639,879
2023-02-16 09:53:50,44,49,639,879
2023-02-16 09:54:49,44,47,639,879
2023-02-16 09:54:51,41,47,639,879
2023-02-16 09:55:20,35,47,639,879
2023-02-16 09:55:21,40,47,639,879
2023-02-16 09:55:21,42,47,639,879
2023-02-16 09:55:47,42,48,639,879
2023-02-16 09:56:17,42,50,639,879
2023-02-16 09:56:18,42,50,639,904
2023-02-16 09:56:18,42,59,639,904
2023-02-16 09:56:18,40,59,639,904
2023-02-16 09:56:18,40,47,639,904
2023-02-16 09:56:19,40,45,639,904
2023-02-16 09:56:49,40,49,639,904
2023-02-16 09:56:49,40,54,639,904
2023-02-16 09:56:50,42,54,639,904
2023-02-16 09:56:51,42,50,639,904
2023-02-16 09:56:51,42,48,639,904
2023-02-16 09:57:18,40,48,639,904
2023-02-16 09:57:18,38,48,639,904
2023-02-16 09:57:18,38,49,639,904
2023-02-16 09:57:18,35,49,639,904
2023-02-16 09:57:18,39,49,639,904
2023-02-16 09:57:18,41,49,639,904
2023-02-16 09:57:19,41,47,639,904
2023-02-16 09:57:48,41,46,639,904
2023-02-16 09:57:49,40,46,639,904
2023-02-16 09:58:18,40,48,639,904
2023-02-16 09:58:20,39,48,639,904
2023-02-16 09:58:20,41,48,639,904
2023-02-16 09:58:20,43,48,639,904
2023-02-16 09:58:47,43,50,639,904
2023-02-16 09:58:47,43,51,639,904
2023-02-16 09:58:48,43,49,639,904
2023-02-16 09:59:20,43,47,639,904
2023-02-16 09:59:20,41,47,639,904
2023-02-16 09:59:48,37,47,639,904
2023-02-16 09:59:49,35,47,639,904
2023-02-16 09:59:49,38,47,639,904
2023-02-16 09:59:49,38,43,639,904
2023-02-16 10:00:26,38,44,639,904
2023-02-16 10:00:29,40,44,639,904
2023-02-16 10:00:42,38,44,639,904
2023-02-16 10:00:52,38,46,639,904
2023-02-16 10:00:52,38,41,639,904
2023-02-16 10:00:55,36,41,639,904
2023-02-16 10:01:12,36,43,874,1139
2023-02-16 10:01:22,38,43,874,1139
2023-02-16 10:01:53,39,43,874,1139
2023-02-16 10:01:53,39,47,874,1139
2023-02-16 10:01:53,39,45,874,1139
2023-02-16 10:02:25,37,45,874,1139
2023-02-16 10:02:26,37,43,874,1139
2023-02-16 10:03:07,41,43,874,1139
2023-02-16 10:03:16,37,43,871,1147
2023-02-16 10:03:21,36,43,871,1147
2023-02-16 10:03:21,36,44,871,1147
2023-02-16 10:03:22,38,44,871,1147
2023-02-16 10:03:50,37,44,871,1147
2023-02-16 10:03:51,39,44,871,1147
2023-02-16 10:04:46,37,44,871,1147
2023-02-16 10:04:47,38,44,871,1147
2023-02-16 10:04:47,38,46,871,1147
2023-02-16 10:04:48,40,46,871,1147
2023-02-16 10:04:48,40,48,871,1147
2023-02-16 10:04:48,40,46,871,1147
