time,ask
09:30,24
09:31,21
09:32,21
09:33,20
09:34,22
09:35,23
09:36,23
09:37,25
09:38,25
09:39,24
09:40,24
09:41,25
09:42,24
09:43,24
09:44,25
09:45,25
09:46,24
09:47,24
09:48,25
09:49,26
09:50,25
09:51,27
09:52,28
09:53,29
09:54,27
09:55,27
09:56,27
09:57,27
09:58,27
09:59,27
10:00,27
10:01,28
10:02,28
10:03,28
10:04,28
10:05,28
10:06,28
10:07,26
10:08,26
10:09,26
10:10,23
10:11,20
10:12,18
10:13,19
10:14,19
10:15,17
10:16,16
10:17,16
10:18,16
10:19,18
10:20,17
10:21,16
10:22,16
10:23,16
10:24,18
10:25,18
10:26,19
10:27,18
10:28,19
10:29,18
10:30,18
10:31,19
10:32,19
10:33,19
10:34,20
10:35,20
10:36,22
10:37,22
10:38,25
10:39,25
10:40,26
10:41,25
10:42,21
10:43,19
10:44,17
10:45,16
10:46,17
10:47,18
10:48,17
10:49,18
10:50,18
10:51,16
10:52,14
10:53,12
10:54,12
10:55,12
10:56,14
10:57,15
10:58,14
10:59,12
11:00,12
11:01,11
11:02,12
11:03,13
11:04,14
11:05,14
11:06,15
11:07,15
11:08,14
11:09,14
11:10,14
11:11,15
11:12,15
11:13,14
11:14,14
11:15,14
11:16,15
11:17,16
11:18,16
11:19,16
11:20,16
11:21,17
11:22,17
11:23,17
11:24,19
11:25,17
11:26,14
11:27,12
11:28,12
11:29,15
11:30,18
11:31,18
11:32,17
11:33,17
11:34,15
11:35,14
11:36,15
11:37,16
11:38,16
11:39,15
11:40,15
11:41,17
11:42,18
11:43,19
11:44,18
11:45,19
11:46,19
11:47,19
11:48,19
11:49,19
11:50,19
11:51,19
11:52,18
11:53,18
11:54,19
11:55,17
11:56,15
11:57,13
11:58,11
11:59,10
12:00,10
12:01,10
12:02,11
12:03,11
12:04,11
12:05,11
12:06,11
12:07,11
12:08,12
12:09,12
12:10,11
12:11,11
12:12,12
12:13,13
12:14,16
12:15,18
12:16,19
12:17,19
12:18,20
12:19,18
12:20,19
12:21,18
12:22,18
12:23,19
12:24,17
12:25,17
12:26,16
12:27,14
12:28,15
12:29,15
12:30,12
12:31,10
12:32,9
12:33,8
12:34,9
12:35,11
12:36,17
12:37,16
12:38,11
12:39,9
12:40,9
12:41,9
12:42,6
12:43,7
12:44,8
12:45,8
12:46,8
12:47,8
12:48,8
12:49,7
12:50,7
12:51,7
12:52,7
12:53,8
12:54,8
12:55,7
12:56,7
12:57,6
12:58,5
12:59,6
13:00,5
13:01,5
13:02,5
13:03,5
13:04,5
13:05,5
13:06,5
13:07,5
13:08,5
13:09,4
13:10,5
13:11,5
13:12,6
13:13,6
13:14,6
13:15,5
13:16,5
13:17,5
13:18,3
13:19,3
13:20,3
13:21,3
13:22,3
13:23,3
13:24,3
13:25,3
13:26,3
13:27,4
13:28,4
13:29,4
13:30,3
13:31,3
13:32,3
13:33,3
13:34,2
13:35,2
13:36,2
13:37,2
13:38,2
13:39,2
13:40,2
13:41,2
13:42,2
13:43,2
13:44,2
13:45,2
13:46,2
13:47,2
13:48,2
13:49,2
13:50,2
13:51,2
13:52,2
13:53,2
13:54,2
13:55,2
13:56,2
13:57,2
13:58,2
13:59,2
14:00,2
14:01,2
14:02,2
14:03,2
14:04,2
14:05,2
14:06,2
14:07,2
14:08,2
14:09,2
14:10,2
14:11,2
14:12,2
14:13,2
14:14,2
14:15,2
14:16,2
14:17,2
14:18,2
14:19,2
14:20,2
14:21,2
14:22,2
14:23,2
14:24,2
14:25,2
14:26,2
14:27,2
14:28,2
14:29,2
14:30,2
14:31,2
14:32,2
14:33,2
14:34,2
14:35,2
14:36,2
14:37,2
14:38,2
14:39,2
14:40,2
14:41,2
14:42,2
14:43,2
14:44,2
14:45,2
14:46,2
14:47,2
14:48,2
14:49,2
14:50,2
14:51,2
14:52,2
14:53,2
14:54,2
14:55,2
14:56,2
14:57,2
14:58,2
14:59,2
15:00,2
15:01,2
15:02,2
15:03,2
15:04,2
15:05,2
15:06,2
15:07,2
15:08,2
15:09,2
15:10,2
15:11,2
15:12,2
15:13,2
15:14,2
15:15,2
15:16,2
15:17,2
15:18,2
15:19,2
15:20,2
15:21,2
15:22,2
15:23,2
15:24,2
15:25,2
15:26,2
15:27,2
15:28,2
15:29,1
15:30,1
15:31,1
15:32,1
15:33,1
15:34,1
15:35,1
15:36,1
15:37,1
15:38,1
15:39,1
15:40,1
15:41,1
15:42,1
15:43,1
15:44,1
15:45,1
15:46,1
15:47,1
15:48,1
15:49,1
15:50,1
15:51,1
15:52,1
15:53,1
15:54,1
15:55,1
15:56,1
15:57,1
15:58,1
15:59,1
