time,ask
09:30,39
09:31,41
09:32,40
09:33,37
09:34,33
09:35,33
09:36,33
09:37,33
09:38,33
09:39,34
09:40,35
09:41,35
09:42,33
09:43,33
09:44,34
09:45,32
09:46,34
09:47,35
09:48,36
09:49,36
09:50,36
09:51,35
09:52,34
09:53,35
09:54,33
09:55,31
09:56,32
09:57,32
09:58,33
09:59,33
10:00,32
10:01,32
10:02,32
10:03,32
10:04,32
10:05,29
10:06,29
10:07,28
10:08,28
10:09,28
10:10,28
10:11,28
10:12,31
10:13,31
10:14,31
10:15,33
10:16,33
10:17,32
10:18,32
10:19,31
10:20,30
10:21,29
10:22,28
10:23,28
10:24,28
10:25,29
10:26,29
10:27,28
10:28,28
10:29,28
10:30,31
10:31,30
10:32,29
10:33,29
10:34,28
10:35,30
10:36,29
10:37,27
10:38,25
10:39,27
10:40,26
10:41,25
10:42,26
10:43,26
10:44,27
10:45,28
10:46,28
10:47,27
10:48,28
10:49,28
10:50,28
10:51,27
10:52,25
10:53,25
10:54,26
10:55,25
10:56,24
10:57,24
10:58,22
10:59,22
11:00,23
11:01,24
11:02,24
11:03,25
11:04,26
11:05,27
11:06,28
11:07,26
11:08,24
11:09,23
11:10,24
11:11,22
11:12,22
11:13,21
11:14,21
11:15,21
11:16,21
11:17,22
11:18,22
11:19,21
11:20,22
11:21,22
11:22,22
11:23,21
11:24,22
11:25,21
11:26,22
11:27,25
11:28,25
11:29,24
11:30,24
11:31,27
11:32,28
11:33,27
11:34,28
11:35,29
11:36,31
11:37,30
11:38,30
11:39,29
11:40,31
11:41,31
11:42,31
11:43,31
11:44,31
11:45,31
11:46,31
11:47,35
11:48,35
11:49,35
11:50,35
11:51,33
11:52,32
11:53,35
11:54,35
11:55,33
11:56,33
11:57,35
11:58,35
11:59,36
12:00,37
12:01,38
12:02,39
12:03,41
12:04,40
12:05,41
12:06,44
12:07,44
12:08,44
12:09,45
12:10,47
12:11,44
12:12,44
12:13,42
12:14,41
12:15,44
12:16,45
12:17,45
12:18,47
12:19,46
12:20,47
12:21,46
12:22,46
12:23,44
12:24,46
12:25,47
12:26,50
12:27,51
12:28,51
12:29,52
12:30,54
12:31,54
12:32,55
12:33,56
12:34,57
12:35,57
12:36,58
12:37,57
12:38,55
12:39,53
12:40,54
12:41,55
12:42,56
12:43,56
12:44,55
12:45,54
12:46,53
12:47,55
12:48,56
12:49,57
12:50,58
12:51,59
12:52,59
12:53,59
12:54,59
12:55,60
12:56,62
12:57,61
12:58,63
12:59,64
13:00,63
13:01,64
13:02,66
13:03,66
13:04,65
13:05,66
13:06,66
13:07,68
13:08,69
13:09,68
13:10,67
13:11,69
13:12,71
13:13,71
13:14,71
13:15,70
13:16,70
13:17,70
13:18,70
13:19,70
13:20,71
13:21,71
13:22,72
13:23,72
13:24,72
13:25,71
13:26,69
13:27,68
13:28,67
13:29,67
13:30,67
13:31,66
13:32,64
13:33,65
13:34,67
13:35,67
13:36,69
13:37,69
13:38,71
13:39,73
13:40,75
13:41,75
13:42,75
13:43,75
13:44,76
13:45,75
13:46,73
13:47,74
13:48,75
13:49,75
13:50,77
13:51,77
13:52,77
13:53,76
13:54,74
13:55,73
13:56,75
13:57,77
13:58,80
13:59,80
14:00,80
14:01,81
14:02,80
14:03,80
14:04,79
14:05,80
14:06,81
14:07,82
14:08,83
14:09,82
14:10,82
14:11,81
14:12,80
14:13,79
14:14,77
14:15,76
14:16,76
14:17,78
14:18,79
14:19,79
14:20,80
14:21,78
14:22,77
14:23,79
14:24,80
14:25,81
14:26,80
14:27,80
14:28,79
14:29,78
14:30,81
14:31,84
14:32,85
14:33,85
14:34,87
14:35,87
14:36,86
14:37,87
14:38,89
14:39,90
14:40,90
14:41,90
14:42,90
14:43,87
14:44,88
14:45,90
14:46,90
14:47,90
14:48,89
14:49,88
14:50,90
14:51,91
14:52,92
14:53,93
14:54,92
14:55,90
14:56,90
14:57,89
14:58,90
14:59,89
15:00,90
15:01,92
15:02,92
15:03,93
15:04,93
15:05,93
15:06,93
15:07,95
15:08,95
15:09,95
15:10,97
15:11,97
15:12,97
15:13,97
15:14,95
15:15,95
15:16,95
15:17,96
15:18,96
15:19,97
15:20,97
15:21,97
15:22,97
15:23,96
15:24,97
15:25,97
15:26,97
15:27,97
15:28,97
15:29,97
15:30,97
15:31,95
15:32,96
15:33,97
15:34,97
15:35,97
15:36,97
15:37,94
15:38,96
15:39,96
15:40,95
15:41,96
15:42,97
15:43,98
15:44,99
15:45,98
15:46,98
15:47,97
15:48,97
15:49,98
15:50,98
15:51,99
15:52,99
15:53,97
15:54,98
15:55,99
15:56,100
15:57,100
15:58,99
15:59,100
