time,ask,high_option_ask,low_option_ask,spx_price
09:31,25,0.3,3.4,5078.14
09:32,24,0.3,3.4,5075.32
09:33,26,0.3,3.4,5073.44
09:34,28,0.3,3.8,5079.42
09:35,28,0.3,3.8,5082.93
09:36,28,0.3,3.8,5082.61
09:37,29,0.3,3.6,5081.3
09:38,29,0.25,3.7,5082.43
09:39,29,0.3,3.8,5084.8
09:40,29,0.25,3.5,5088.64
09:41,29,0.25,3.5,5083.57
09:42,30,0.25,3.6,5083.7
09:43,31,0.25,3.7,5084.42
09:44,31,0.25,3.9,5083.01
09:45,31,0.25,3.6,5085.25
09:46,31,0.25,3.7,5086.48
09:47,32,0.25,3.9,5086.6
09:48,32,0.25,3.8,5088.08
09:49,30,0.25,3.6,5085.92
09:50,29,0.2,3.4,5089.65
09:51,26,0.2,2.85,5093.84
09:52,28,0.2,2.95,5095.55
09:53,28,0.2,3.1,5093.49
09:54,27,0.25,3.2,5094.61
09:55,26,0.2,2.9,5095.48
09:56,27,0.2,2.8,5097.77
09:57,29,0.2,3.2,5095.22
09:58,30,0.25,3.3,5096.56
09:59,30,0.2,3.3,5095.43
10:00,30,0.25,3.5,5094.32
10:01,31,0.2,3.2,5094.97
10:02,31,0.25,3.5,5096.43
10:03,31,0.25,3.4,5097.35
10:04,31,0.2,3.3,5100.53
10:05,31,0.2,3.4,5101.01
10:06,31,0.25,3.5,5099.81
10:07,33,0.25,3.5,5095.05
10:08,35,0.25,3.7,5099.42
10:09,33,0.25,3.8,5101.63
10:10,33,0.2,3.5,5101.5
10:11,34,0.25,3.9,5102.38
10:12,35,0.25,3.9,5103.36
10:13,36,0.25,3.9,5104.91
10:14,36,0.25,4.0,5104.39
10:15,36,0.2,3.7,5104.38
10:16,36,0.25,3.7,5102.92
10:17,36,0.25,3.6,5104.88
10:18,36,0.25,3.7,5104.13
10:19,36,0.25,3.9,5103.41
10:20,35,0.2,3.6,5103.33
10:21,36,0.25,3.8,5101.99
10:22,34,0.25,3.6,5101.01
10:23,34,0.25,3.6,5101.54
10:24,34,0.25,3.5,5103.83
10:25,36,0.2,3.6,5104.53
10:26,38,0.25,4.1,5102.66
10:27,38,0.25,4.0,5103.12
10:28,35,0.25,4.0,5102.31
10:29,34,0.2,3.3,5099.75
10:30,35,0.2,3.4,5096.99
10:31,37,0.2,3.8,5094.4
10:32,38,0.25,3.9,5096.3
10:33,38,0.25,4.1,5100.6
10:34,38,0.2,3.8,5100.6
10:35,38,0.25,3.9,5101.44
10:36,39,0.25,4.0,5102.86
10:37,39,0.25,4.0,5100.97
10:38,40,0.25,4.1,5099.85
10:39,40,0.2,4.0,5099.98
10:40,41,0.25,4.1,5100.29
10:41,40,0.25,4.2,5100.88
10:42,38,0.2,4.0,5101.24
10:43,36,0.2,3.9,5101.6
10:44,35,0.2,3.7,5099.02
10:45,34,0.2,3.5,5099.13
10:46,34,0.2,3.2,5098.19
10:47,33,0.2,3.4,5098.66
10:48,33,0.2,3.2,5100.48
10:49,33,0.2,3.4,5102.25
10:50,30,0.2,3.2,5102.5
10:51,27,0.2,2.7,5098.52
10:52,27,0.15,2.4,5098.62
10:53,28,0.2,2.5,5099.77
10:54,29,0.15,2.75,5102.87
10:55,31,0.15,2.7,5104.58
10:56,31,0.15,2.9,5104.33
10:57,33,0.15,3.2,5104.88
10:58,32,0.15,2.8,5103.6
10:59,33,0.15,2.95,5103.75
11:00,34,0.15,3.0,5103.58
11:01,31,0.15,3.0,5104.64
11:02,28,0.15,2.55,5106.19
11:03,28,0.15,2.5,5108.54
11:04,29,0.15,2.35,5110.35
11:05,31,0.15,2.6,5107.21
11:06,32,0.15,2.8,5107.24
11:07,32,0.15,2.95,5105.09
11:08,31,0.15,2.8,5105.6
11:09,31,0.15,2.65,5104.73
11:10,32,0.15,2.95,5103.31
