time,ask,high_option_ask,low_option_ask,spx_price
09:31,12,2.75,0.75,5078.14
09:32,11,2.5,0.7,5075.32
09:33,9,2.15,0.65,5073.44
09:34,7,1.85,0.6,5079.42
09:35,6,1.85,0.6,5082.93
09:36,6,1.55,0.5,5082.61
09:37,7,1.75,0.55,5081.3
09:38,8,1.95,0.6,5082.43
09:39,9,2.2,0.7,5084.8
09:40,9,2.35,0.7,5088.64
09:41,9,2.15,0.65,5083.57
09:42,10,2.35,0.7,5083.7
09:43,10,2.6,0.8,5084.42
09:44,9,2.3,0.7,5083.01
09:45,8,2.15,0.65,5085.25
09:46,9,2.25,0.7,5086.48
09:47,7,2.15,0.65,5086.6
09:48,8,2.0,0.6,5088.08
09:49,9,2.3,0.7,5085.92
09:50,10,2.25,0.7,5089.65
09:51,10,2.35,0.7,5093.84
09:52,13,2.8,0.85,5095.55
09:53,13,3.3,1.0,5093.49
09:54,12,2.9,0.85,5094.61
09:55,11,2.45,0.7,5095.48
09:56,10,2.15,0.65,5097.77
09:57,10,2.2,0.65,5095.22
09:58,9,2.2,0.65,5096.56
09:59,9,2.05,0.65,5095.43
10:00,8,2.1,0.6,5094.32
10:01,10,2.1,0.6,5094.97
10:02,9,2.35,0.7,5096.43
10:03,10,2.05,0.6,5097.35
10:04,9,2.5,0.75,5100.53
10:05,9,2.1,0.65,5101.01
10:06,9,2.15,0.65,5099.81
10:07,9,2.2,0.65,5095.05
10:08,8,2.3,0.7,5099.42
10:09,8,2.1,0.65,5101.63
10:10,8,2.0,0.6,5101.5
10:11,8,2.0,0.6,5102.38
10:12,9,1.95,0.6,5103.36
10:13,9,2.15,0.65,5104.91
10:14,10,2.2,0.65,5104.39
10:15,9,2.15,0.65,5104.38
10:16,9,1.8,0.55,5102.92
10:17,10,2.05,0.65,5104.88
10:18,9,2.1,0.65,5104.13
10:19,9,1.9,0.6,5103.41
10:20,9,1.9,0.6,5103.33
10:21,8,1.85,0.55,5101.99
10:22,7,1.65,0.5,5101.01
10:23,7,1.65,0.5,5101.54
10:24,5,1.5,0.45,5103.83
10:25,5,1.25,0.35,5104.53
10:26,6,1.25,0.4,5102.66
10:27,6,1.35,0.4,5103.12
10:28,6,1.25,0.4,5102.31
10:29,6,1.2,0.35,5099.75
10:30,5,1.15,0.35,5096.99
10:31,5,1.2,0.35,5094.4
10:32,5,1.2,0.35,5096.3
10:33,5,1.15,0.35,5100.6
10:34,5,1.15,0.35,5100.6
10:35,5,1.2,0.35,5101.44
10:36,5,1.2,0.4,5102.86
10:37,5,1.2,0.4,5100.97
10:38,5,1.2,0.4,5099.85
10:39,7,1.4,0.4,5099.98
10:40,7,1.65,0.5,5100.29
10:41,8,1.55,0.5,5100.88
10:42,9,1.85,0.55,5101.24
10:43,9,1.75,0.55,5101.6
10:44,9,2.05,0.6,5099.02
10:45,9,1.85,0.55,5099.13
10:46,10,1.95,0.6,5098.19
10:47,9,1.95,0.6,5098.66
10:48,9,1.65,0.5,5100.48
10:49,10,1.9,0.55,5102.25
10:50,10,2.0,0.6,5102.5
10:51,10,2.0,0.6,5098.52
10:52,10,2.05,0.6,5098.62
10:53,13,2.05,0.6,5099.77
10:54,13,2.7,0.75,5102.87
10:55,13,2.55,0.7,5104.58
10:56,12,2.6,0.75,5104.33
10:57,12,2.6,0.75,5104.88
10:58,10,2.25,0.65,5103.6
10:59,10,2.05,0.6,5103.75
11:00,9,1.85,0.55,5103.58
11:01,10,2.0,0.6,5104.64
11:02,11,2.2,0.65,5106.19
11:03,10,2.1,0.6,5108.54
11:04,11,2.05,0.6,5110.35
11:05,12,2.2,0.6,5107.21
11:06,13,2.7,0.75,5107.24
11:07,14,2.8,0.75,5105.09
11:08,15,3.2,0.85,5105.6
11:09,14,2.65,0.7,5104.73
11:10,14,2.35,0.65,5103.31
11:11,14,2.85,0.75,5101.79
11:12,13,2.35,0.65,5096.71
11:13,13,2.45,0.65,5095.26
11:14,13,2.5,0.65,5096.29
