time,ask,high_option_ask,low_option_ask,spx_price
09:31,7,0.15,0.8,5078.14
09:32,8,0.1,0.75,5075.32
09:33,8,0.1,0.7,5073.44
09:34,10,0.15,0.9,5079.42
09:35,8,0.15,0.8,5082.93
09:36,8,0.1,0.7,5082.61
09:37,10,0.15,0.95,5081.3
09:38,11,0.15,0.95,5082.43
09:39,13,0.15,1.2,5084.8
09:40,12,0.15,1.25,5088.64
09:41,13,0.15,1.15,5083.57
09:42,13,0.15,1.2,5083.7
09:43,12,0.15,1.3,5084.42
09:44,11,0.15,1.1,5083.01
09:45,12,0.15,1.0,5085.25
09:46,12,0.15,1.2,5086.48
09:47,12,0.15,1.05,5086.6
09:48,13,0.15,1.25,5088.08
09:49,13,0.15,1.1,5085.92
09:50,13,0.15,1.1,5089.65
09:51,12,0.15,1.1,5093.84
09:52,12,0.15,1.1,5095.55
09:53,13,0.15,1.15,5093.49
09:54,11,0.15,1.1,5094.61
09:55,9,0.15,1.0,5095.48
09:56,9,0.15,0.8,5097.77
09:57,8,0.15,0.8,5095.22
09:58,9,0.1,0.7,5096.56
09:59,12,0.15,1.0,5095.43
10:00,13,0.15,1.25,5094.32
10:01,12,0.15,1.25,5094.97
10:02,11,0.15,1.1,5096.43
10:03,10,0.15,0.9,5097.35
10:04,10,0.15,1.0,5100.53
10:05,11,0.15,0.95,5101.01
10:06,13,0.15,1.1,5099.81
10:07,13,0.15,1.15,5095.05
10:08,13,0.15,1.2,5099.42
10:09,13,0.15,1.25,5101.63
10:10,13,0.15,1.2,5101.5
10:11,13,0.15,1.05,5102.38
10:12,13,0.15,1.1,5103.36
10:13,13,0.15,1.2,5104.91
10:14,14,0.15,1.25,5104.39
10:15,13,0.15,1.15,5104.38
10:16,12,0.15,1.1,5102.92
10:17,12,0.15,1.05,5104.88
10:18,11,0.15,0.95,5104.13
10:19,12,0.15,1.05,5103.41
10:20,13,0.15,1.1,5103.33
10:21,13,0.15,1.15,5101.99
10:22,12,0.15,1.05,5101.01
