time,ask,high_option_ask,low_option_ask,spx_price
09:31,31,10.8,7.2,5078.14
09:32,31,9.4,8.1,5075.32
09:33,31,8.1,8.8,5073.44
09:34,31,8.5,8.0,5079.42
09:35,31,8.2,7.9,5082.93
09:36,32,8.0,7.7,5082.61
09:37,31,7.1,9.0,5081.3
09:38,31,6.4,9.9,5082.43
09:39,31,6.0,10.5,5084.8
09:40,31,6.1,10.2,5088.64
09:41,31,7.0,8.5,5083.57
09:42,32,7.0,8.6,5083.7
09:43,32,7.1,8.3,5084.42
09:44,32,6.8,8.3,5083.01
09:45,33,7.4,7.2,5085.25
09:46,33,7.6,6.6,5086.48
09:47,33,6.8,7.3,5086.6
09:48,33,7.6,6.5,5088.08
09:49,34,7.0,7.0,5085.92
09:50,34,5.6,9.1,5089.65
09:51,34,5.1,9.6,5093.84
09:52,34,5.6,8.4,5095.55
09:53,34,5.2,9.0,5093.49
09:54,34,5.4,8.8,5094.61
09:55,34,5.9,8.2,5095.48
09:56,34,6.1,7.6,5097.77
09:57,35,6.6,6.9,5095.22
09:58,35,6.5,6.7,5096.56
09:59,36,5.9,7.2,5095.43
10:00,36,5.9,7.2,5094.32
10:01,36,7.5,5.3,5094.97
10:02,36,6.2,6.4,5096.43
10:03,36,6.5,6.1,5097.35
10:04,36,6.8,6.0,5100.53
10:05,36,7.2,5.7,5101.01
10:06,36,6.5,6.2,5099.81
10:07,36,5.6,7.2,5095.05
10:08,36,5.4,7.3,5099.42
10:09,36,5.1,7.6,5101.63
10:10,36,5.0,7.6,5101.5
10:11,36,4.3,8.5,5102.38
10:12,36,4.2,8.6,5103.36
10:13,36,4.1,8.5,5104.91
10:14,36,4.5,7.7,5104.39
10:15,36,4.3,7.8,5104.38
10:16,36,4.9,6.9,5102.92
10:17,36,5.1,6.8,5104.88
10:18,37,5.2,6.4,5104.13
10:19,37,4.6,7.0,5103.41
10:20,37,4.0,8.0,5103.33
10:21,37,4.0,8.0,5101.99
10:22,36,3.9,8.4,5101.01
10:23,36,4.1,8.1,5101.54
10:24,36,3.8,8.5,5103.83
10:25,36,3.7,8.7,5104.53
10:26,36,4.1,8.0,5102.66
10:27,37,4.8,6.8,5103.12
10:28,37,4.5,7.1,5102.31
10:29,38,5.0,6.4,5099.75
10:30,37,5.1,6.2,5096.99
10:31,38,4.9,6.4,5094.4
10:32,38,4.2,7.4,5096.3
10:33,38,5.1,6.1,5100.6
10:34,38,4.5,6.6,5100.6
10:35,38,4.7,6.3,5101.44
10:36,38,4.4,6.6,5102.86
10:37,38,5.0,5.9,5100.97
10:38,38,4.5,6.2,5099.85
10:39,39,4.9,5.6,5099.98
10:40,39,5.6,4.9,5100.29
10:41,39,6.2,4.4,5100.88
10:42,39,6.2,4.3,5101.24
10:43,40,5.9,4.5,5101.6
10:44,40,6.2,4.2,5099.02
10:45,39,6.3,4.1,5099.13
10:46,39,6.6,3.5,5098.19
10:47,39,6.7,3.6,5098.66
10:48,39,6.4,3.7,5100.48
10:49,39,5.9,3.9,5102.25
10:50,40,5.8,4.0,5102.5
10:51,40,6.0,3.8,5098.52
10:52,40,5.7,4.0,5098.62
10:53,40,5.5,4.0,5099.77
10:54,41,5.4,4.0,5102.87
10:55,41,5.6,3.8,5104.58
10:56,41,6.0,3.6,5104.33
10:57,41,5.8,3.7,5104.88
10:58,42,5.3,3.9,5103.6
10:59,42,5.5,3.9,5103.75
11:00,41,6.0,3.6,5103.58
11:01,41,6.3,3.4,5104.64
11:02,41,6.5,3.2,5106.19
11:03,41,6.5,3.1,5108.54
11:04,42,6.6,3.0,5110.35
11:05,41,6.5,3.0,5107.21
11:06,41,6.9,2.7,5107.24
11:07,40,7.1,2.55,5105.09
11:08,41,7.3,2.4,5105.6
11:09,41,7.1,2.4,5104.73
11:10,40,7.3,2.3,5103.31
11:11,40,7.6,2.1,5101.79
11:12,39,7.7,2.05,5096.71
11:13,39,7.8,1.95,5095.26
11:14,38,8.2,1.85,5096.29
11:15,37,8.2,1.85,5096.72
11:16,39,8.4,1.75,5096.33
11:17,43,6.4,2.55,5096.5
11:18,44,5.2,3.1,5095.95
11:19,44,6.1,2.7,5096.96
11:20,44,5.6,3.2,5098.99
11:21,43,5.9,3.0,5097.43
11:22,43,5.6,3.4,5095.98
11:23,43,5.6,3.4,5096.04
11:24,43,5.4,3.5,5094.91
11:25,43,5.8,3.3,5095.8
11:26,44,5.8,3.2,5096.03
11:27,44,5.4,3.5,5097.41
11:28,44,4.9,3.7,5098.41
11:29,44,5.2,3.4,5099.32
11:30,44,5.1,3.5,5097.88
11:31,45,4.9,3.5,5096.83
11:32,45,4.1,4.0,5098.43
11:33,46,4.3,3.6,5098.14
11:34,46,3.7,4.2,5096.58
11:35,46,3.6,4.3,5096.85
11:36,46,3.3,4.5,5097.48
11:37,46,3.5,4.5,5097.42
11:38,46,3.6,4.4,5098.86
11:39,46,3.3,4.8,5098.45
11:40,46,3.1,5.0,5098.62
11:41,45,2.45,6.2,5097.95
11:42,46,2.65,5.6,5100.09
11:43,46,2.75,5.2,5100.31
11:44,46,2.8,5.1,5102.31
11:45,46,2.55,5.8,5104.06
11:46,46,2.6,5.7,5104.6
11:47,46,2.7,5.5,5103.07
11:48,46,2.9,5.1,5103.37
11:49,46,2.55,5.7,5105.34
11:50,46,2.8,5.3,5104.58
11:51,46,2.55,5.7,5103.64
11:52,46,2.65,5.6,5104.02
11:53,46,2.6,5.7,5102.53
11:54,45,3.3,4.6,5100.6
11:55,45,2.65,5.9,5101.35
11:56,45,2.9,5.3,5101.28
11:57,45,2.6,5.9,5101.05
11:58,45,2.8,5.5,5100.96
11:59,46,2.95,5.3,5102.13
12:00,46,3.4,4.6,5101.56
12:01,46,3.9,4.0,5098.16
12:02,46,3.9,3.9,5100.43
12:03,47,4.0,3.8,5100.18
12:04,47,4.0,3.7,5099.68
12:05,47,4.2,3.4,5101.02
12:06,48,4.1,3.4,5100.12
12:07,48,3.8,3.7,5099.99
12:08,48,4.2,3.3,5099.37
12:09,48,4.3,3.3,5100.68
12:10,48,4.1,3.4,5101.3
12:11,47,4.4,3.1,5102.18
12:12,47,4.7,2.9,5101.48
12:13,47,5.0,2.75,5101.65
12:14,47,5.5,2.5,5102.17
12:15,47,5.4,2.5,5102.88
12:16,46,5.2,2.45,5102.72
12:17,45,5.9,2.15,5102.82
12:18,46,5.7,2.25,5102.0
12:19,45,5.6,2.3,5102.54
12:20,45,6.3,2.05,5103.01
12:21,45,6.3,2.1,5102.08
12:22,44,6.4,2.1,5103.19
12:23,42,7.4,1.85,5103.72
12:24,40,8.5,1.8,5103.31
12:25,42,6.9,2.15,5103.54
12:26,43,6.0,2.55,5104.82
12:27,43,6.2,2.45,5103.53
12:28,43,6.0,2.55,5104.23
12:29,43,6.5,2.3,5103.75
12:30,41,6.8,2.15,5104.33
12:31,41,6.5,2.2,5103.99
12:32,42,6.3,2.2,5102.53
12:33,43,6.1,2.35,5103.29
12:34,44,5.7,2.5,5104.29
12:35,45,4.5,3.1,5105.56
12:36,45,5.1,2.5,5105.28
12:37,45,5.3,2.45,5106.24
12:38,45,5.3,2.45,5106.89
12:39,45,5.0,2.5,5107.54
12:40,43,5.6,2.15,5108.19
12:41,43,6.8,1.75,5108.16
12:42,43,6.4,1.8,5108.06
12:43,43,6.4,1.8,5107.87
12:44,43,6.6,1.7,5106.11
12:45,44,5.9,1.9,5107.04
12:46,44,5.6,1.95,5106.98
12:47,45,5.8,1.85,5107.84
12:48,46,5.4,1.95,5106.24
12:49,46,5.5,1.85,5107.24
12:50,46,5.5,1.75,5107.4
12:51,45,5.6,1.75,5108.02
12:52,45,5.9,1.65,5107.74
12:53,45,5.9,1.65,5108.06
12:54,46,5.9,1.65,5108.3
12:55,47,4.9,2.0,5108.57
12:56,45,5.6,1.65,5109.95
12:57,44,6.2,1.45,5109.95
12:58,47,5.4,1.7,5110.32
12:59,48,5.2,1.75,5110.15
13:00,49,4.1,2.3,5111.34
13:01,49,4.2,2.1,5111.54
13:02,50,3.8,2.35,5109.81
13:03,50,3.8,2.35,5111.48
13:04,50,4.1,2.2,5110.69
13:05,50,3.8,2.25,5110.58
13:06,51,3.6,2.4,5111.1
13:07,50,3.8,2.35,5111.8
13:08,50,4.2,2.05,5110.84
13:09,49,4.6,1.95,5109.87
13:10,49,4.1,2.2,5109.64
13:11,48,4.6,1.95,5111.66
13:12,47,4.7,1.95,5110.75
13:13,47,5.0,1.7,5110.31
13:14,48,4.8,1.7,5111.43
13:15,47,4.8,1.7,5111.66
13:16,45,5.5,1.45,5112.66
13:17,44,6.3,1.35,5110.73
13:18,43,6.6,1.25,5110.26
13:19,43,6.6,1.25,5110.35
13:20,43,6.2,1.3,5110.57
13:21,43,6.7,1.2,5111.2
13:22,43,6.5,1.25,5111.49
13:23,43,6.4,1.25,5112.63
13:24,43,6.7,1.2,5111.92
13:25,42,6.7,1.2,5112.43
13:26,39,7.0,1.1,5113.18
13:27,37,5.9,0.85,5113.37
13:28,38,5.8,0.85,5112.61
13:29,38,6.0,0.85,5111.84
13:30,37,6.1,0.85,5111.97
13:31,36,5.4,0.75,5110.94
13:32,34,5.3,0.75,5111.97
13:33,35,4.9,0.7,5112.3
13:34,37,6.1,0.9,5113.33
13:35,37,5.5,0.8,5113.02
13:36,38,6.0,0.85,5113.97
13:37,37,5.9,0.9,5113.92
13:38,38,6.0,0.95,5112.84
13:39,38,6.3,1.0,5112.94
13:40,37,5.5,0.85,5112.3
13:41,38,5.6,0.85,5110.16
13:42,38,5.9,0.9,5108.53
13:43,37,5.5,0.85,5110.24
13:44,37,5.4,0.8,5110.54
13:45,38,5.7,0.9,5110.32
13:46,38,5.7,0.9,5111.46
13:47,38,5.5,0.85,5111.68
13:48,36,5.2,0.8,5110.96
13:49,36,5.1,0.75,5112.01
13:50,36,4.9,0.7,5112.86
13:51,36,5.2,0.75,5113.01
13:52,36,5.1,0.75,5112.91
13:53,36,5.0,0.7,5112.47
13:54,39,5.2,0.7,5113.06
13:55,40,6.0,0.85,5112.41
13:56,40,5.8,0.8,5111.43
13:57,40,5.8,0.8,5111.84
13:58,39,5.7,0.75,5110.96
13:59,36,4.7,0.6,5109.69
14:00,26,4.3,0.55,5110.09
14:01,19,2.5,0.45,5109.44
14:02,21,2.2,0.35,5109.25
14:03,23,2.45,0.35,5109.3
14:04,26,3.3,0.45,5108.58
14:05,27,3.0,0.4,5107.6
14:06,33,3.6,0.5,5108.47
14:07,32,4.2,0.55,5108.29
14:08,35,4.2,0.55,5108.98
14:09,37,5.2,0.7,5109.77
14:10,36,4.8,0.65,5108.37
