time,ask,high_option_ask,low_option_ask,spx_price
09:31,37,9.2,2.8,5078.14
09:32,37,9.2,2.55,5075.32
09:33,38,9.4,2.35,5073.44
09:34,38,9.5,2.3,5079.42
09:35,39,8.6,2.55,5082.93
09:36,37,8.8,2.5,5082.61
09:37,38,9.3,2.25,5081.3
09:38,38,8.5,2.55,5082.43
09:39,39,8.3,2.65,5084.8
09:40,38,8.1,2.65,5088.64
09:41,38,8.7,2.45,5083.57
09:42,38,8.2,2.55,5083.7
09:43,39,7.6,2.8,5084.42
09:44,38,7.8,2.7,5083.01
09:45,39,7.6,2.75,5085.25
09:46,39,7.8,2.65,5086.48
09:47,37,9.0,2.2,5086.6
09:48,38,9.3,2.15,5088.08
09:49,39,8.4,2.4,5085.92
09:50,39,8.1,2.5,5089.65
09:51,39,8.0,2.5,5093.84
09:52,39,7.9,2.55,5095.55
09:53,40,7.3,2.75,5093.49
09:54,40,7.3,2.8,5094.61
09:55,40,7.1,2.9,5095.48
09:56,40,7.3,2.8,5097.77
09:57,41,6.6,3.2,5095.22
09:58,41,6.1,3.6,5096.56
09:59,41,6.0,3.6,5095.43
10:00,40,6.9,3.0,5094.32
10:01,41,5.7,3.5,5094.97
10:02,41,5.3,4.1,5096.43
10:03,42,4.9,4.4,5097.35
10:04,42,5.2,4.2,5100.53
10:05,42,5.1,4.2,5101.01
10:06,42,5.2,3.9,5099.81
10:07,42,4.8,4.3,5095.05
10:08,42,4.9,4.2,5099.42
10:09,42,4.4,4.7,5101.63
10:10,43,5.0,4.2,5101.5
10:11,43,5.1,4.0,5102.38
10:12,42,5.8,3.4,5103.36
10:13,42,6.3,3.0,5104.91
10:14,42,6.3,3.0,5104.39
10:15,41,6.8,2.75,5104.38
10:16,39,8.9,1.8,5102.92
10:17,40,7.6,2.2,5104.88
10:18,40,8.1,2.05,5104.13
10:19,41,7.3,2.35,5103.41
10:20,42,6.6,2.7,5103.33
10:21,42,6.3,2.75,5101.99
10:22,41,7.0,2.45,5101.01
10:23,41,7.2,2.35,5101.54
10:24,42,7.4,2.25,5103.83
10:25,42,6.7,2.5,5104.53
10:26,43,7.2,2.35,5102.66
10:27,41,6.4,2.7,5103.12
10:28,42,7.4,2.25,5102.31
10:29,43,6.2,2.65,5099.75
10:30,42,6.8,2.3,5096.99
10:31,41,7.3,2.0,5094.4
