time,ask,high_option_ask,low_option_ask,spx_price
09:31,28,14.7,6.5,5078.14
09:32,26,15.0,6.2,5075.32
09:33,26,15.1,6.2,5073.44
09:34,26,13.6,7.4,5079.42
09:35,26,13.8,7.6,5082.93
09:36,26,13.0,8.1,5082.61
09:37,26,13.0,8.3,5081.3
09:38,27,11.6,9.1,5082.43
09:39,27,11.9,8.6,5084.8
09:40,27,12.7,8.1,5088.64
09:41,27,12.4,8.5,5083.57
09:42,27,11.8,9.0,5083.7
09:43,27,11.8,9.1,5084.42
09:44,27,12.0,8.5,5083.01
09:45,27,11.6,8.9,5085.25
09:46,27,11.8,8.8,5086.48
09:47,27,11.6,8.9,5086.6
09:48,27,11.7,8.9,5088.08
09:49,27,10.7,9.8,5085.92
09:50,27,11.5,8.8,5089.65
09:51,26,12.4,8.3,5093.84
09:52,27,12.5,8.2,5095.55
09:53,27,11.9,8.5,5093.49
09:54,27,12.3,8.0,5094.61
09:55,27,12.3,8.0,5095.48
09:56,27,11.8,8.3,5097.77
09:57,27,11.8,8.2,5095.22
09:58,27,11.7,8.3,5096.56
09:59,27,11.5,8.3,5095.43
10:00,27,12.5,7.7,5094.32
10:01,27,11.7,8.0,5094.97
10:02,28,11.5,8.3,5096.43
10:03,27,10.7,9.0,5097.35
10:04,27,10.4,9.3,5100.53
10:05,28,10.8,8.8,5101.01
10:06,28,11.3,8.2,5099.81
10:07,28,11.4,8.2,5095.05
10:08,28,10.1,9.4,5099.42
10:09,28,9.8,9.8,5101.63
10:10,28,10.0,9.5,5101.5
10:11,28,11.4,8.0,5102.38
10:12,27,11.3,8.3,5103.36
10:13,28,12.7,7.2,5104.91
10:14,27,12.5,7.3,5104.39
10:15,27,13.5,6.6,5104.38
10:16,27,12.9,7.1,5102.92
10:17,27,11.3,8.2,5104.88
10:18,27,9.6,9.8,5104.13
10:19,28,10.2,9.2,5103.41
10:20,28,10.2,9.1,5103.33
10:21,28,10.8,8.6,5101.99
10:22,27,9.8,9.8,5101.01
10:23,27,9.1,10.5,5101.54
10:24,28,9.5,9.8,5103.83
10:25,28,10.1,9.1,5104.53
10:26,28,9.6,9.7,5102.66
10:27,28,8.9,10.4,5103.12
10:28,27,8.7,10.6,5102.31
10:29,27,7.3,12.3,5099.75
10:30,26,6.5,13.5,5096.99
10:31,26,6.0,14.5,5094.4
10:32,25,6.2,13.9,5096.3
10:33,26,5.4,14.8,5100.6
10:34,25,5.6,14.8,5100.6
10:35,26,6.0,14.0,5101.44
10:36,27,7.0,12.0,5102.86
10:37,27,7.2,11.6,5100.97
10:38,27,6.4,12.8,5099.85
10:39,27,5.9,13.7,5099.98
10:40,27,6.2,13.1,5100.29
10:41,27,5.8,13.8,5100.88
10:42,27,6.3,12.9,5101.24
10:43,27,7.2,11.3,5101.6
10:44,27,6.0,13.4,5099.02
10:45,27,6.1,13.0,5099.13
10:46,28,6.0,13.4,5098.19
10:47,28,6.4,12.3,5098.66
10:48,28,6.0,13.1,5100.48
10:49,28,6.3,12.6,5102.25
10:50,28,6.2,12.6,5102.5
10:51,28,6.3,12.3,5098.52
10:52,29,6.9,11.0,5098.62
10:53,28,6.3,12.3,5099.77
10:54,28,5.4,14.4,5102.87
10:55,28,5.8,13.3,5104.58
10:56,28,6.2,12.3,5104.33
10:57,28,5.3,14.1,5104.88
10:58,28,5.6,13.6,5103.6
10:59,28,5.3,14.0,5103.75
11:00,28,5.4,13.8,5103.58
11:01,28,5.8,12.6,5104.64
11:02,28,6.2,12.2,5106.19
11:03,28,6.4,11.9,5108.54
11:04,28,5.4,13.8,5110.35
11:05,28,6.0,12.7,5107.21
11:06,28,6.0,12.7,5107.24
11:07,29,6.4,11.8,5105.09
11:08,28,6.6,11.6,5105.6
11:09,28,5.5,13.5,5104.73
11:10,28,6.0,12.6,5103.31
11:11,28,5.9,12.8,5101.79
11:12,28,6.3,12.2,5096.71
