time,ask,high_option_ask,low_option_ask,spx_price
09:31,32,3.0,11.8,5078.14
09:32,33,3.6,10.3,5075.32
09:33,34,3.8,10.3,5073.44
09:34,35,4.2,9.3,5079.42
09:35,34,4.8,8.5,5082.93
09:36,34,4.7,8.7,5082.61
09:37,34,4.7,8.5,5081.3
09:38,35,4.9,8.5,5082.43
09:39,35,4.5,9.0,5084.8
09:40,34,4.2,9.5,5088.64
09:41,35,3.8,10.4,5083.57
09:42,34,3.9,10.3,5083.7
09:43,33,3.2,11.6,5084.42
09:44,32,3.3,11.4,5083.01
09:45,32,3.2,12.4,5085.25
09:46,33,3.2,12.1,5086.48
09:47,33,3.7,10.8,5086.6
09:48,33,3.9,10.4,5088.08
09:49,32,3.6,10.9,5085.92
09:50,33,3.3,11.8,5089.65
09:51,33,3.9,10.4,5093.84
09:52,34,3.7,10.8,5095.55
09:53,34,4.1,9.7,5093.49
09:54,34,4.3,9.6,5094.61
09:55,34,4.1,9.6,5095.48
09:56,33,3.8,10.5,5097.77
09:57,33,3.7,10.7,5095.22
09:58,34,3.6,10.7,5096.56
09:59,34,3.5,10.6,5095.43
10:00,35,3.8,9.5,5094.32
10:01,35,3.8,9.4,5094.97
10:02,36,4.0,8.9,5096.43
10:03,35,4.0,8.9,5097.35
10:04,35,3.6,10.1,5100.53
10:05,35,3.8,9.6,5101.01
10:06,34,3.5,10.4,5099.81
10:07,33,3.6,9.9,5095.05
10:08,34,3.1,11.6,5099.42
10:09,35,3.0,11.2,5101.63
10:10,35,3.8,9.0,5101.5
10:11,36,3.8,9.0,5102.38
10:12,36,4.4,7.7,5103.36
10:13,37,5.1,6.5,5104.91
10:14,37,5.1,6.5,5104.39
10:15,38,5.4,6.3,5104.38
10:16,38,5.6,6.1,5102.92
10:17,38,5.7,6.0,5104.88
10:18,38,5.9,5.7,5104.13
10:19,38,6.5,5.0,5103.41
10:20,39,5.8,5.3,5103.33
10:21,38,6.1,5.3,5101.99
10:22,38,5.7,5.7,5101.01
10:23,38,6.6,4.9,5101.54
10:24,38,6.5,5.0,5103.83
10:25,38,6.8,4.7,5104.53
10:26,38,6.3,5.0,5102.66
10:27,37,6.7,4.6,5103.12
10:28,37,8.2,4.1,5102.31
10:29,37,8.1,4.0,5099.75
10:30,35,8.9,3.8,5096.99
10:31,34,10.4,3.2,5094.4
10:32,33,10.2,3.2,5096.3
10:33,32,8.6,2.55,5100.6
10:34,33,9.3,2.8,5100.6
10:35,34,10.3,3.2,5101.44
10:36,33,10.0,3.1,5102.86
10:37,33,9.7,3.1,5100.97
10:38,33,9.7,3.1,5099.85
10:39,34,9.6,3.0,5099.98
10:40,34,10.5,3.4,5100.29
10:41,33,9.9,3.2,5100.88
10:42,35,10.2,3.3,5101.24
10:43,35,9.9,3.6,5101.6
10:44,34,9.7,3.6,5099.02
10:45,34,9.7,3.1,5099.13
10:46,34,9.7,3.1,5098.19
10:47,33,9.8,3.1,5098.66
10:48,33,9.1,2.8,5100.48
10:49,33,9.3,2.85,5102.25
10:50,32,8.9,2.75,5102.5
10:51,32,8.6,2.6,5098.52
10:52,32,8.2,2.45,5098.62
10:53,32,8.5,2.55,5099.77
10:54,34,8.4,2.5,5102.87
10:55,34,9.5,2.85,5104.58
10:56,34,8.9,2.65,5104.33
10:57,34,9.3,2.8,5104.88
10:58,33,8.8,2.6,5103.6
10:59,32,8.2,2.4,5103.75
11:00,29,7.4,2.1,5103.58
11:01,30,6.6,1.8,5104.64
11:02,30,7.2,1.95,5106.19
11:03,31,7.1,1.9,5108.54
11:04,31,7.4,2.0,5110.35
11:05,31,7.5,2.05,5107.21
11:06,31,7.1,1.9,5107.24
11:07,30,7.1,1.9,5105.09
11:08,30,6.6,1.75,5105.6
11:09,30,6.8,1.85,5104.73
11:10,30,7.3,2.0,5103.31
11:11,31,7.6,2.05,5101.79
11:12,33,7.8,2.05,5096.71
11:13,33,8.1,2.15,5095.26
11:14,33,8.2,2.2,5096.29
11:15,33,8.2,2.2,5096.72
11:16,34,7.6,2.0,5096.33
11:17,34,8.6,2.3,5096.5
11:18,34,8.8,2.4,5095.95
11:19,35,8.8,2.4,5096.96
11:20,36,9.0,2.45,5098.99
11:21,36,8.9,2.45,5097.43
11:22,36,9.0,2.45,5095.98
11:23,35,8.8,2.35,5096.04
11:24,35,8.5,2.2,5094.91
11:25,36,8.7,2.3,5095.8
11:26,35,8.9,2.35,5096.03
11:27,35,8.6,2.3,5097.41
11:28,34,8.1,2.15,5098.41
11:29,35,8.3,2.1,5099.32
11:30,34,7.9,2.0,5097.88
11:31,35,7.7,1.9,5096.83
11:32,36,8.2,2.1,5098.43
11:33,37,9.0,2.3,5098.14
11:34,36,8.8,2.3,5096.58
11:35,36,8.6,2.2,5096.85
11:36,37,9.0,2.35,5097.48
11:37,38,8.9,2.65,5097.42
11:38,39,8.9,2.65,5098.86
11:39,39,8.4,2.75,5098.45
11:40,39,7.7,2.9,5098.62
11:41,39,7.8,2.9,5097.95
11:42,41,7.9,2.8,5100.09
11:43,41,6.7,3.3,5100.31
11:44,41,7.1,3.1,5102.31
11:45,42,7.1,2.95,5104.06
11:46,42,6.8,3.2,5104.6
11:47,43,6.0,3.5,5103.07
11:48,43,6.0,3.3,5103.37
11:49,41,6.3,3.1,5105.34
11:50,40,7.4,2.5,5104.58
11:51,40,7.5,2.4,5103.64
11:52,41,7.4,2.35,5104.02
11:53,40,7.6,2.25,5102.53
11:54,40,7.3,2.4,5100.6
11:55,42,7.2,2.4,5101.35
11:56,41,7.0,2.45,5101.28
11:57,41,7.2,2.35,5101.05
11:58,41,7.2,2.4,5100.96
11:59,41,7.2,2.35,5102.13
12:00,42,7.2,2.35,5101.56
12:01,41,7.2,2.35,5098.16
12:02,41,7.4,2.3,5100.43
12:03,42,7.2,2.3,5100.18
12:04,42,6.2,2.75,5099.68
12:05,41,6.6,2.5,5101.02
12:06,41,7.5,2.2,5100.12
12:07,41,7.3,2.25,5099.99
12:08,40,7.5,2.1,5099.37
12:09,40,7.6,2.0,5100.68
12:10,40,8.1,1.75,5101.3
12:11,42,7.6,1.85,5102.18
12:12,43,6.8,2.15,5101.48
12:13,44,6.5,2.3,5101.65
12:14,44,6.1,2.55,5102.17
12:15,44,6.1,2.6,5102.88
12:16,44,6.2,2.45,5102.72
12:17,43,6.9,2.15,5102.82
12:18,42,7.1,2.05,5102.0
12:19,42,7.2,1.95,5102.54
12:20,42,6.7,2.15,5103.01
12:21,43,6.6,2.1,5102.08
12:22,44,5.7,2.55,5103.19
12:23,43,6.0,2.4,5103.72
12:24,43,6.2,2.3,5103.31
12:25,43,7.0,2.0,5103.54
12:26,42,6.6,2.1,5104.82
12:27,42,7.1,1.95,5103.53
12:28,43,7.1,1.95,5104.23
12:29,42,6.6,2.1,5103.75
12:30,41,7.2,1.85,5104.33
12:31,41,7.7,1.65,5103.99
12:32,42,7.8,1.65,5102.53
12:33,43,6.5,2.0,5103.29
12:34,44,6.5,1.95,5104.29
12:35,44,6.5,2.0,5105.56
12:36,44,5.8,2.2,5105.28
12:37,43,6.4,1.95,5106.24
12:38,42,6.8,1.85,5106.89
12:39,43,6.9,1.8,5107.54
12:40,43,6.4,1.95,5108.19
12:41,43,6.8,1.85,5108.16
12:42,44,6.5,1.95,5108.06
12:43,44,6.6,1.9,5107.87
12:44,44,6.1,2.05,5106.11
12:45,43,6.5,1.9,5107.04
12:46,44,7.3,1.65,5106.98
12:47,44,6.8,1.75,5107.84
12:48,44,6.8,1.7,5106.24
12:49,44,6.4,1.85,5107.24
12:50,44,6.1,1.9,5107.4
12:51,43,6.5,1.75,5108.02
12:52,44,6.9,1.6,5107.74
12:53,44,6.7,1.7,5108.06
12:54,45,5.8,1.95,5108.3
12:55,45,6.2,1.8,5108.57
12:56,46,6.2,1.8,5109.95
12:57,48,4.7,2.45,5109.95
12:58,47,4.7,2.5,5110.32
12:59,45,5.3,2.05,5110.15
13:00,44,6.3,1.7,5111.34
13:01,43,7.1,1.4,5111.54
13:02,41,7.1,1.35,5109.81
13:03,38,6.4,1.05,5111.48
13:04,38,6.0,0.95,5110.69
13:05,37,5.8,0.9,5110.58
13:06,37,5.5,0.85,5111.1
13:07,38,5.7,0.85,5111.8
13:08,38,5.6,0.85,5110.84
13:09,37,5.7,0.9,5109.87
13:10,36,5.4,0.85,5109.64
13:11,36,5.0,0.75,5111.66
13:12,34,5.0,0.75,5110.75
13:13,34,4.5,0.7,5110.31
13:14,35,4.9,0.75,5111.43
13:15,35,5.2,0.8,5111.66
13:16,38,4.9,0.75,5112.66
13:17,40,5.9,0.9,5110.73
13:18,41,6.1,0.95,5110.26
13:19,44,6.6,1.05,5110.35
13:20,51,6.3,1.35,5110.57
13:21,51,3.1,3.8,5111.2
13:22,50,3.8,2.85,5111.49
13:23,51,3.5,3.5,5112.63
13:24,50,3.2,4.0,5111.92
13:25,48,3.1,4.1,5112.43
13:26,48,2.6,4.7,5113.18
13:27,48,3.2,4.1,5113.37
13:28,47,3.9,3.5,5112.61
13:29,46,5.5,2.4,5111.84
13:30,46,5.4,2.5,5111.97
13:31,46,5.2,2.6,5110.94
13:32,44,5.2,2.65,5111.97
13:33,44,6.3,2.2,5112.3
13:34,44,5.5,2.6,5113.33
13:35,45,5.2,2.75,5113.02
13:36,43,5.7,2.4,5113.97
13:37,43,6.4,1.9,5113.92
13:38,43,6.0,2.0,5112.84
13:39,44,6.5,1.75,5112.94
13:40,42,6.8,1.65,5112.3
13:41,40,7.7,1.45,5110.16
13:42,39,6.6,1.05,5108.53
13:43,39,6.5,1.05,5110.24
13:44,38,6.5,1.05,5110.54
13:45,39,6.1,0.95,5110.32
13:46,41,6.4,1.05,5111.46
13:47,40,6.5,1.1,5111.68
13:48,42,6.8,1.15,5110.96
13:49,41,7.2,1.25,5112.01
13:50,42,6.5,1.05,5112.86
13:51,43,6.9,1.25,5113.01
13:52,43,6.7,1.15,5112.91
13:53,42,6.7,1.1,5112.47
13:54,41,6.6,1.05,5113.06
13:55,39,6.2,0.95,5112.41
13:56,38,5.6,0.85,5111.43
13:57,39,5.8,0.85,5111.84
13:58,39,5.9,0.9,5110.96
13:59,39,5.8,0.9,5109.69
14:00,40,5.7,0.9,5110.09
14:01,41,5.8,0.9,5109.44
14:02,42,6.1,0.9,5109.25
14:03,45,6.0,1.25,5109.3
14:04,44,6.8,1.0,5108.58
14:05,44,6.4,0.95,5107.6
14:06,45,6.7,1.0,5108.47
14:07,44,6.7,1.0,5108.29
14:08,41,6.2,0.95,5108.98
14:09,40,5.2,0.75,5109.77
14:10,37,5.3,0.75,5108.37
14:11,36,4.6,0.65,5107.71
14:12,39,5.2,0.75,5109.41
14:13,42,5.8,0.85,5108.94
14:14,41,5.6,0.8,5107.85
14:15,43,5.7,0.85,5107.8
14:16,43,5.8,0.8,5107.92
14:17,45,5.8,0.8,5109.15
14:18,43,5.9,0.85,5107.25
14:19,43,5.9,0.8,5106.83
14:20,43,5.5,0.8,5105.83
14:21,45,5.8,0.8,5106.27
14:22,45,6.2,0.85,5105.86
14:23,50,5.7,1.0,5106.1
14:24,49,5.4,1.05,5106.85
14:25,47,6.0,0.95,5105.88
14:26,44,5.9,0.8,5105.72
14:27,44,6.0,0.8,5105.57
14:28,46,6.0,0.9,5104.74
14:29,48,5.9,0.8,5104.11
14:30,52,5.0,1.1,5105.26
14:31,50,5.2,0.95,5104.8
14:32,50,4.8,1.05,5102.01
14:33,51,4.9,0.95,5102.98
14:34,50,4.4,1.05,5103.05
14:35,50,5.3,0.8,5102.02
14:36,49,5.1,0.85,5104.04
14:37,51,5.5,0.75,5105.09
14:38,56,3.5,1.3,5103.86
14:39,54,4.5,0.9,5104.87
14:40,55,4.3,0.95,5106.45
14:41,53,4.0,1.05,5106.48
14:42,53,4.7,0.85,5106.11
14:43,54,4.2,0.95,5106.93
14:44,52,4.2,0.9,5105.66
14:45,50,4.9,0.75,5106.01
14:46,52,4.6,0.7,5107.02
14:47,54,4.1,0.75,5105.11
14:48,51,4.1,0.75,5105.41
14:49,52,4.7,0.6,5104.78
14:50,53,3.9,0.7,5105.39
14:51,50,4.3,0.6,5106.19
14:52,51,4.9,0.5,5105.79
14:53,52,4.1,0.55,5105.88
14:54,50,4.3,0.5,5105.56
14:55,45,4.8,0.4,5104.64
14:56,48,4.7,0.35,5104.35
14:57,46,4.5,0.35,5105.34
14:58,42,3.8,0.3,5106.93
14:59,41,3.6,0.25,5108.0
15:00,41,3.3,0.25,5109.48
15:01,47,3.5,0.25,5109.41
15:02,49,4.5,0.3,5109.57
15:03,50,4.1,0.3,5109.36
15:04,49,3.9,0.35,5108.23
15:05,42,3.8,0.25,5108.47
15:06,39,2.7,0.2,5108.71
15:07,38,3.1,0.2,5109.02
15:08,38,2.85,0.2,5109.08
15:09,38,2.7,0.2,5110.2
15:10,40,3.0,0.2,5110.39
15:11,36,2.65,0.15,5111.01
15:12,33,2.4,0.15,5110.36
15:13,33,2.1,0.15,5109.53
15:14,39,2.05,0.15,5109.89
15:15,42,3.1,0.15,5109.44
15:16,41,2.35,0.15,5109.73
15:17,37,2.3,0.15,5109.61
15:18,35,1.95,0.15,5108.43
15:19,39,1.9,0.15,5108.63
15:20,38,2.6,0.15,5109.51
15:21,34,1.8,0.1,5110.41
15:22,32,1.85,0.1,5110.0
15:23,31,1.5,0.1,5110.44
15:24,33,1.6,0.1,5110.9
15:25,32,1.75,0.1,5111.43
15:26,30,1.6,0.1,5111.11
15:27,30,1.4,0.1,5111.29
15:28,30,1.6,0.1,5111.32
15:29,28,1.4,0.1,5111.51
15:30,25,0.9,0.1,5112.37
15:31,30,1.35,0.1,5109.66
15:32,32,1.2,0.1,5110.33
15:33,35,1.55,0.1,5109.42
15:34,41,1.95,0.1,5109.31
15:35,45,2.35,0.1,5108.22
15:36,43,2.5,0.1,5108.03
15:37,45,2.2,0.1,5108.07
15:38,43,2.45,0.1,5108.34
15:39,44,1.9,0.05,5107.26
15:40,43,2.25,0.05,5106.97
15:41,37,1.5,0.05,5106.4
15:42,42,1.35,0.05,5106.0
15:43,50,2.0,0.05,5106.32
15:44,47,2.5,0.05,5104.72
15:45,48,1.6,0.05,5101.42
15:46,48,2.25,0.05,5103.75
15:47,44,1.65,0.1,5103.45
15:48,46,2.0,0.05,5103.44
15:49,50,1.9,0.05,5105.24
15:50,54,2.0,0.05,5104.72
15:51,51,1.8,0.05,5104.91
15:52,50,1.65,0.05,5104.29
15:53,53,1.75,0.05,5103.52
15:54,38,1.5,0.05,5103.46
15:55,22,0.55,0.05,5102.59
15:56,11,0.3,0.05,5100.17
15:57,9,0.2,0.05,5100.21
15:58,9,0.15,0.05,5100.62
15:59,53,0.15,0.05,5101.43
