time,ask,high_option_ask,low_option_ask,spx_price
09:31,36,7.5,1.2,5078.14
09:32,36,6.2,0.95,5075.32
09:33,36,6.7,1.0,5073.44
09:34,34,6.1,0.9,5079.42
09:35,31,5.4,0.8,5082.93
09:36,32,5.2,0.75,5082.61
09:37,35,5.8,0.8,5081.3
09:38,34,5.6,0.75,5082.43
09:39,37,6.1,0.8,5084.8
09:40,33,5.2,0.65,5088.64
09:41,32,5.1,0.65,5083.57
09:42,31,5.0,0.65,5083.7
09:43,32,4.6,0.6,5084.42
09:44,32,4.9,0.65,5083.01
09:45,33,4.9,0.65,5085.25
09:46,36,4.7,0.6,5086.48
09:47,41,6.6,0.85,5086.6
09:48,40,6.6,0.85,5088.08
09:49,42,7.4,0.95,5085.92
09:50,42,6.8,0.85,5089.65
09:51,42,7.0,0.85,5093.84
09:52,45,5.7,1.45,5095.55
09:53,45,6.5,1.15,5093.49
09:54,47,5.6,1.7,5094.61
09:55,47,4.6,2.4,5095.48
09:56,47,4.8,1.85,5097.77
09:57,47,4.7,2.0,5095.22
09:58,47,4.6,2.1,5096.56
09:59,47,4.9,1.9,5095.43
10:00,45,5.6,1.75,5094.32
10:01,46,6.2,1.45,5094.97
10:02,45,6.2,1.35,5096.43
10:03,45,6.2,1.35,5097.35
10:04,45,5.8,1.45,5100.53
10:05,46,5.5,1.45,5101.01
10:06,47,5.7,1.4,5099.81
10:07,48,5.2,1.6,5095.05
10:08,47,5.5,1.45,5099.42
10:09,47,5.7,1.45,5101.63
10:10,47,5.3,1.55,5101.5
10:11,45,5.4,1.5,5102.38
10:12,43,6.1,1.2,5103.36
10:13,41,7.3,0.95,5104.91
10:14,40,6.9,0.85,5104.39
10:15,39,6.6,0.8,5104.38
10:16,37,6.7,0.85,5102.92
10:17,36,5.8,0.7,5104.88
10:18,37,6.2,0.75,5104.13
10:19,35,5.4,0.6,5103.41
10:20,37,5.5,0.65,5103.33
10:21,35,5.5,0.65,5101.99
10:22,36,5.0,0.55,5101.01
10:23,37,5.7,0.65,5101.54
10:24,37,5.8,0.65,5103.83
10:25,36,5.4,0.6,5104.53
10:26,36,6.2,0.75,5102.66
10:27,36,6.1,0.7,5103.12
10:28,34,5.5,0.6,5102.31
10:29,32,4.6,0.5,5099.75
10:30,33,4.8,0.5,5096.99
10:31,31,4.5,0.45,5094.4
10:32,33,4.9,0.5,5096.3
10:33,37,5.4,0.6,5100.6
10:34,38,5.7,0.6,5100.6
10:35,37,5.5,0.6,5101.44
10:36,34,5.1,0.5,5102.86
10:37,37,5.1,0.5,5100.97
10:38,38,5.5,0.55,5099.85
10:39,39,5.9,0.6,5099.98
10:40,38,5.8,0.6,5100.29
10:41,36,5.4,0.55,5100.88
10:42,37,5.5,0.55,5101.24
10:43,38,5.7,0.6,5101.6
10:44,35,5.2,0.5,5099.02
10:45,35,5.2,0.55,5099.13
10:46,35,4.9,0.45,5098.19
10:47,36,5.2,0.5,5098.66
10:48,37,5.0,0.5,5100.48
10:49,36,5.3,0.5,5102.25
10:50,35,5.2,0.5,5102.5
10:51,37,5.1,0.5,5098.52
10:52,39,5.7,0.55,5098.62
10:53,37,5.7,0.55,5099.77
10:54,35,5.3,0.5,5102.87
10:55,33,4.3,0.4,5104.58
10:56,34,4.7,0.45,5104.33
10:57,32,4.6,0.45,5104.88
10:58,31,4.3,0.4,5103.6
10:59,30,3.8,0.35,5103.75
11:00,30,3.9,0.4,5103.58
11:01,33,4.1,0.4,5104.64
11:02,35,4.3,0.4,5106.19
11:03,35,4.5,0.4,5108.54
11:04,35,4.4,0.4,5110.35
11:05,37,4.6,0.45,5107.21
11:06,38,5.2,0.5,5107.24
11:07,39,5.3,0.5,5105.09
11:08,35,4.6,0.4,5105.6
11:09,37,4.7,0.4,5104.73
11:10,38,5.0,0.45,5103.31
11:11,34,4.7,0.4,5101.79
11:12,30,4.2,0.35,5096.71
11:13,29,3.4,0.3,5095.26
11:14,30,3.6,0.35,5096.29
11:15,26,3.2,0.3,5096.72
11:16,26,3.2,0.3,5096.33
11:17,25,3.0,0.25,5096.5
11:18,24,2.7,0.25,5095.95
11:19,25,2.8,0.25,5096.96
11:20,26,3.0,0.3,5098.99
11:21,25,2.8,0.25,5097.43
11:22,26,2.8,0.25,5095.98
11:23,25,2.75,0.25,5096.04
11:24,25,2.75,0.25,5094.91
11:25,27,2.75,0.25,5095.8
11:26,27,3.1,0.3,5096.03
11:27,28,3.5,0.3,5097.41
11:28,27,3.2,0.3,5098.41
11:29,28,3.1,0.3,5099.32
11:30,30,3.5,0.3,5097.88
11:31,30,3.4,0.3,5096.83
11:32,30,3.4,0.3,5098.43
11:33,33,3.6,0.3,5098.14
11:34,34,3.8,0.3,5096.58
11:35,34,3.8,0.3,5096.85
11:36,36,3.6,0.3,5097.48
11:37,39,4.8,0.4,5097.42
11:38,36,4.2,0.4,5098.86
11:39,36,4.4,0.4,5098.45
11:40,37,4.4,0.4,5098.62
11:41,37,4.4,0.4,5097.95
11:42,35,4.2,0.35,5100.09
11:43,35,3.8,0.35,5100.31
11:44,36,4.3,0.35,5102.31
11:45,34,4.2,0.35,5104.06
11:46,33,3.8,0.35,5104.6
11:47,31,3.6,0.35,5103.07
11:48,30,3.4,0.3,5103.37
11:49,30,3.4,0.3,5105.34
11:50,29,3.4,0.3,5104.58
11:51,28,3.1,0.3,5103.64
11:52,26,2.65,0.25,5104.02
11:53,25,2.45,0.25,5102.53
11:54,24,2.45,0.25,5100.6
11:55,24,2.4,0.25,5101.35
11:56,24,2.5,0.25,5101.28
11:57,26,2.6,0.25,5101.05
11:58,25,2.75,0.25,5100.96
11:59,23,2.4,0.25,5102.13
12:00,23,2.35,0.25,5101.56
12:01,22,2.35,0.25,5098.16
12:02,21,2.1,0.25,5100.43
12:03,24,2.3,0.25,5100.18
12:04,22,2.3,0.25,5099.68
12:05,23,2.15,0.25,5101.02
12:06,23,2.3,0.25,5100.12
12:07,24,2.3,0.25,5099.99
12:08,26,2.7,0.25,5099.37
12:09,24,2.4,0.25,5100.68
12:10,24,2.55,0.25,5101.3
12:11,26,2.65,0.25,5102.18
12:12,25,2.5,0.25,5101.48
12:13,23,2.5,0.25,5101.65
12:14,22,2.35,0.25,5102.17
12:15,22,2.2,0.25,5102.88
12:16,20,2.0,0.2,5102.72
12:17,20,1.9,0.2,5102.82
12:18,24,2.05,0.2,5102.0
12:19,27,2.5,0.25,5102.54
12:20,28,2.7,0.25,5103.01
12:21,28,2.7,0.25,5102.08
12:22,28,2.8,0.25,5103.19
12:23,29,2.85,0.25,5103.72
12:24,30,3.2,0.25,5103.31
12:25,30,2.95,0.25,5103.54
12:26,30,3.0,0.25,5104.82
12:27,28,2.85,0.25,5103.53
12:28,26,2.5,0.2,5104.23
12:29,24,2.3,0.2,5103.75
12:30,20,2.05,0.2,5104.33
12:31,19,1.8,0.2,5103.99
12:32,21,1.85,0.2,5102.53
12:33,23,1.85,0.2,5103.29
12:34,24,2.2,0.2,5104.29
12:35,24,2.35,0.2,5105.56
12:36,26,2.45,0.25,5105.28
12:37,27,2.35,0.2,5106.24
12:38,28,2.4,0.2,5106.89
12:39,28,2.45,0.2,5107.54
12:40,28,2.55,0.25,5108.19
12:41,29,2.6,0.25,5108.16
12:42,30,2.75,0.25,5108.06
12:43,31,2.7,0.2,5107.87
12:44,30,2.75,0.2,5106.11
12:45,30,2.45,0.2,5107.04
12:46,31,2.75,0.25,5106.98
12:47,31,2.85,0.25,5107.84
12:48,31,2.55,0.2,5106.24
12:49,32,2.95,0.25,5107.24
12:50,33,3.1,0.25,5107.4
12:51,34,3.5,0.25,5108.02
12:52,32,3.1,0.25,5107.74
12:53,30,2.65,0.2,5108.06
12:54,30,2.7,0.2,5108.3
12:55,30,2.75,0.2,5108.57
12:56,28,2.8,0.2,5109.95
12:57,27,2.4,0.2,5109.95
12:58,27,2.25,0.2,5110.32
12:59,28,2.4,0.2,5110.15
13:00,29,2.45,0.2,5111.34
13:01,29,2.45,0.2,5111.54
13:02,31,3.0,0.2,5109.81
13:03,31,2.95,0.2,5111.48
13:04,32,3.2,0.2,5110.69
13:05,32,2.95,0.2,5110.58
13:06,30,2.85,0.2,5111.1
13:07,30,2.65,0.2,5111.8
13:08,33,3.2,0.2,5110.84
13:09,32,3.0,0.2,5109.87
13:10,30,2.8,0.2,5109.64
13:11,30,2.6,0.2,5111.66
13:12,27,2.6,0.2,5110.75
13:13,26,2.05,0.15,5110.31
13:14,25,2.1,0.15,5111.43
13:15,25,2.15,0.15,5111.66
13:16,26,2.0,0.15,5112.66
13:17,26,2.0,0.15,5110.73
13:18,28,2.1,0.15,5110.26
13:19,30,2.5,0.15,5110.35
13:20,30,2.5,0.15,5110.57
13:21,30,2.55,0.15,5111.2
13:22,28,2.2,0.15,5111.49
13:23,28,2.25,0.15,5112.63
13:24,28,2.25,0.15,5111.92
13:25,26,2.2,0.15,5112.43
13:26,26,2.0,0.15,5113.18
13:27,26,1.9,0.15,5113.37
13:28,26,2.1,0.15,5112.61
13:29,25,2.0,0.15,5111.84
13:30,23,1.8,0.15,5111.97
13:31,23,1.8,0.15,5110.94
13:32,24,1.9,0.15,5111.97
13:33,26,2.0,0.15,5112.3
13:34,27,2.1,0.15,5113.33
13:35,25,2.1,0.15,5113.02
13:36,22,1.8,0.15,5113.97
13:37,21,1.65,0.15,5113.92
13:38,18,1.45,0.15,5112.84
13:39,18,1.35,0.15,5112.94
13:40,19,1.4,0.15,5112.3
13:41,19,1.45,0.15,5110.16
13:42,19,1.4,0.15,5108.53
13:43,20,1.3,0.1,5110.24
13:44,20,1.45,0.1,5110.54
13:45,19,1.5,0.15,5110.32
13:46,18,1.3,0.15,5111.46
13:47,18,1.2,0.1,5111.68
13:48,19,1.25,0.15,5110.96
13:49,18,1.3,0.1,5112.01
13:50,18,1.2,0.1,5112.86
13:51,18,1.3,0.1,5113.01
13:52,17,1.25,0.1,5112.91
13:53,15,1.2,0.1,5112.47
13:54,15,0.95,0.1,5113.06
13:55,14,1.0,0.1,5112.41
13:56,15,0.85,0.1,5111.43
13:57,17,1.2,0.1,5111.84
13:58,17,1.0,0.1,5110.96
13:59,15,1.0,0.1,5109.69
14:00,13,0.85,0.1,5110.09
14:01,10,0.8,0.1,5109.44
14:02,11,0.7,0.1,5109.25
14:03,11,0.75,0.1,5109.3
14:04,9,0.65,0.1,5108.58
14:05,10,0.7,0.1,5107.6
14:06,10,0.6,0.1,5108.47
14:07,12,0.75,0.1,5108.29
14:08,12,0.7,0.1,5108.98
14:09,12,0.7,0.1,5109.77
14:10,12,0.75,0.1,5108.37
14:11,11,0.75,0.1,5107.71
14:12,11,0.75,0.1,5109.41
14:13,11,0.7,0.1,5108.94
14:14,13,0.85,0.1,5107.85
14:15,12,0.85,0.1,5107.8
14:16,13,0.8,0.1,5107.92
14:17,13,0.85,0.1,5109.15
14:18,13,0.8,0.1,5107.25
14:19,14,0.9,0.1,5106.83
14:20,15,0.9,0.1,5105.83
14:21,15,1.0,0.1,5106.27
14:22,15,0.95,0.1,5105.86
14:23,15,0.9,0.1,5106.1
