time,ask,high_option_ask,low_option_ask,spx_price
09:31,5,0.9,0.2,5078.14
09:32,6,1.15,0.25,5075.32
09:33,6,0.95,0.2,5073.44
09:34,5,1.1,0.25,5079.42
09:35,6,1.0,0.25,5082.93
09:36,6,1.1,0.25,5082.61
09:37,7,1.25,0.3,5081.3
09:38,7,1.3,0.3,5082.43
09:39,6,1.2,0.3,5084.8
09:40,5,1.1,0.25,5088.64
09:41,6,1.1,0.25,5083.57
09:42,6,1.2,0.3,5083.7
09:43,7,1.35,0.3,5084.42
09:44,9,1.4,0.3,5083.01
09:45,10,1.5,0.3,5085.25
09:46,9,1.9,0.4,5086.48
09:47,8,1.65,0.35,5086.6
09:48,10,1.7,0.35,5088.08
09:49,12,2.1,0.45,5085.92
09:50,14,3.0,0.65,5089.65
09:51,13,3.2,0.75,5093.84
09:52,12,2.45,0.55,5095.55
09:53,11,2.7,0.7,5093.49
09:54,10,2.75,0.85,5094.61
09:55,11,2.75,0.85,5095.48
09:56,12,2.8,0.9,5097.77
09:57,12,2.9,0.9,5095.22
09:58,12,3.0,1.0,5096.56
09:59,12,3.3,1.05,5095.43
10:00,12,2.8,0.95,5094.32
10:01,13,3.1,1.0,5094.97
10:02,13,3.4,1.1,5096.43
10:03,13,3.4,1.2,5097.35
10:04,11,3.3,1.15,5100.53
10:05,10,2.55,0.9,5101.01
10:06,11,2.5,0.85,5099.81
10:07,10,2.5,0.85,5095.05
10:08,11,2.55,0.85,5099.42
10:09,10,2.6,0.85,5101.63
10:10,11,2.5,0.85,5101.5
10:11,14,3.4,1.1,5102.38
10:12,14,4.0,1.35,5103.36
10:13,14,3.1,1.0,5104.91
10:14,16,3.7,1.15,5104.39
10:15,17,4.6,1.5,5104.38
10:16,18,4.9,1.6,5102.92
10:17,19,4.9,1.6,5104.88
10:18,18,5.2,1.65,5104.13
10:19,18,4.5,1.45,5103.41
10:20,18,4.3,1.35,5103.33
10:21,19,4.6,1.45,5101.99
10:22,19,5.1,1.6,5101.01
10:23,19,4.9,1.5,5101.54
10:24,18,4.1,1.25,5103.83
10:25,19,4.5,1.35,5104.53
10:26,17,4.4,1.35,5102.66
10:27,16,3.7,1.1,5103.12
10:28,16,3.4,1.05,5102.31
10:29,14,3.4,1.0,5099.75
10:30,15,2.95,0.9,5096.99
10:31,15,3.4,1.0,5094.4
10:32,16,3.6,1.05,5096.3
10:33,16,3.8,1.1,5100.6
10:34,17,3.8,1.1,5100.6
10:35,17,3.8,1.1,5101.44
10:36,17,3.7,1.05,5102.86
10:37,17,3.7,1.05,5100.97
