time,ask
09:30,30
09:31,29
09:32,31
09:33,29
09:34,30
09:35,32
09:36,33
09:37,34
09:38,36
09:39,36
09:40,36
09:41,39
09:42,43
09:43,43
09:44,41
09:45,43
09:46,44
09:47,45
09:48,44
09:49,44
09:50,43
09:51,41
09:52,41
09:53,41
09:54,42
09:55,43
09:56,44
09:57,45
09:58,47
09:59,47
10:00,50
10:01,51
10:02,51
10:03,51
10:04,50
10:05,51
10:06,52
10:07,51
10:08,53
10:09,53
10:10,52
10:11,53
10:12,52
10:13,52
10:14,51
10:15,51
10:16,51
10:17,52
10:18,52
10:19,51
10:20,51
10:21,52
10:22,52
10:23,52
10:24,53
10:25,51
10:26,51
10:27,51
10:28,51
10:29,52
10:30,53
10:31,50
10:32,51
10:33,53
10:34,53
10:35,53
10:36,55
10:37,55
10:38,56
10:39,56
10:40,59
10:41,60
10:42,59
10:43,59
10:44,59
10:45,61
10:46,62
10:47,62
10:48,62
10:49,62
10:50,62
10:51,62
10:52,62
10:53,62
10:54,62
10:55,62
10:56,62
10:57,62
10:58,62
10:59,62
11:00,64
11:01,64
11:02,64
11:03,64
11:04,64
11:05,63
11:06,63
11:07,62
11:08,61
11:09,61
11:10,60
11:11,59
11:12,59
11:13,61
11:14,62
11:15,62
11:16,62
11:17,62
11:18,62
11:19,62
11:20,62
11:21,63
11:22,63
11:23,64
11:24,64
11:25,65
11:26,65
11:27,65
11:28,65
11:29,65
11:30,65
11:31,65
11:32,65
11:33,65
11:34,65
11:35,65
11:36,65
11:37,65
11:38,65
11:39,65
11:40,64
11:41,65
11:42,64
11:43,64
11:44,65
11:45,65
11:46,64
11:47,61
11:48,60
11:49,56
11:50,55
11:51,55
11:52,52
11:53,54
11:54,57
11:55,55
11:56,56
11:57,56
11:58,56
11:59,55
12:00,56
12:01,54
12:02,56
12:03,57
12:04,56
12:05,57
12:06,57
12:07,59
12:08,61
12:09,60
12:10,63
12:11,64
12:12,63
12:13,63
12:14,64
12:15,65
12:16,64
12:17,63
12:18,63
12:19,62
12:20,62
12:21,63
12:22,64
12:23,64
12:24,69
12:25,69
12:26,69
12:27,68
12:28,66
12:29,62
12:30,62
12:31,62
12:32,63
12:33,61
12:34,62
12:35,62
12:36,61
12:37,61
12:38,60
12:39,61
12:40,60
12:41,60
12:42,61
12:43,63
12:44,63
12:45,63
12:46,64
12:47,64
12:48,66
12:49,67
12:50,66
12:51,65
12:52,66
12:53,67
12:54,68
12:55,67
12:56,68
12:57,69
12:58,68
12:59,66
13:00,64
13:01,65
13:02,65
13:03,65
13:04,63
13:05,62
13:06,61
13:07,61
13:08,61
13:09,60
13:10,61
13:11,60
13:12,59
13:13,59
13:14,59
13:15,56
13:16,58
13:17,60
13:18,60
13:19,60
13:20,62
13:21,65
13:22,65
13:23,65
13:24,65
13:25,65
13:26,65
13:27,65
13:28,66
13:29,64
13:30,63
13:31,64
13:32,63
13:33,63
13:34,61
13:35,62
13:36,62
13:37,62
13:38,62
13:39,62
13:40,59
13:41,57
13:42,58
13:43,58
13:44,59
13:45,60
13:46,62
13:47,62
13:48,61
13:49,57
13:50,58
13:51,58
13:52,58
13:53,59
13:54,59
13:55,57
13:56,58
13:57,58
13:58,56
13:59,56
14:00,55
14:01,50
14:02,48
14:03,48
14:04,48
14:05,45
14:06,41
14:07,40
14:08,42
14:09,41
14:10,40
14:11,40
14:12,38
14:13,38
14:14,36
14:15,37
14:16,38
14:17,38
14:18,38
14:19,38
14:20,34
14:21,32
14:22,27
14:23,31
14:24,31
14:25,30
14:26,30
14:27,28
14:28,27
14:29,25
14:30,22
14:31,20
14:32,21
14:33,21
14:34,25
14:35,30
14:36,34
14:37,31
14:38,33
14:39,35
14:40,37
14:41,38
14:42,37
14:43,34
14:44,29
14:45,28
14:46,25
14:47,23
14:48,20
14:49,22
14:50,22
14:51,23
14:52,24
14:53,24
14:54,24
14:55,24
14:56,24
14:57,24
14:58,24
14:59,24
15:00,25
15:01,33
15:02,33
15:03,28
15:04,25
15:05,22
15:06,20
15:07,21
15:08,22
15:09,21
15:10,19
15:11,17
15:12,16
15:13,13
15:14,10
15:15,7
15:16,8
15:17,9
15:18,9
15:19,10
15:20,11
15:21,13
15:22,12
15:23,10
15:24,9
15:25,8
15:26,8
15:27,9
15:28,9
15:29,9
15:30,9
15:31,10
15:32,10
15:33,13
15:34,15
15:35,14
15:36,14
15:37,15
15:38,15
15:39,12
15:40,10
15:41,8
15:42,8
15:43,7
15:44,7
15:45,8
15:46,7
15:47,5
15:48,2
15:49,3
15:50,3
15:51,4
15:52,3
15:53,3
15:54,3
15:55,4
15:56,4
15:57,3
15:58,3
15:59,2
