time,ask
09:30,6
09:31,4
09:32,4
09:33,4
09:34,4
09:35,4
09:36,4
09:37,4
09:38,4
09:39,4
09:40,4
09:41,4
09:42,6
09:43,6
09:44,6
09:45,6
09:46,7
09:47,8
09:48,8
09:49,8
09:50,8
09:51,6
09:52,6
09:53,7
09:54,7
09:55,7
09:56,8
09:57,8
09:58,8
09:59,8
10:00,10
10:01,12
10:02,12
10:03,11
10:04,11
10:05,12
10:06,13
10:07,13
10:08,13
10:09,13
10:10,11
10:11,11
10:12,11
10:13,11
10:14,12
10:15,11
10:16,12
10:17,12
10:18,11
10:19,10
10:20,10
10:21,9
10:22,9
10:23,9
10:24,9
10:25,8
10:26,8
10:27,9
10:28,9
10:29,10
10:30,9
10:31,8
10:32,8
10:33,9
10:34,8
10:35,9
10:36,8
10:37,10
10:38,9
10:39,9
10:40,11
10:41,11
10:42,12
10:43,12
10:44,12
10:45,14
10:46,15
10:47,16
10:48,17
10:49,17
10:50,17
10:51,15
10:52,15
10:53,15
10:54,15
10:55,15
10:56,15
10:57,15
10:58,16
10:59,16
11:00,17
11:01,18
11:02,17
11:03,17
11:04,19
11:05,19
11:06,19
11:07,20
11:08,20
11:09,20
11:10,20
11:11,22
11:12,22
11:13,21
11:14,21
11:15,21
11:16,20
11:17,19
11:18,20
11:19,21
11:20,20
11:21,20
11:22,20
11:23,19
11:24,20
11:25,20
11:26,20
11:27,20
11:28,20
11:29,18
11:30,16
11:31,13
11:32,13
11:33,15
11:34,16
11:35,14
11:36,16
11:37,16
11:38,16
11:39,18
11:40,20
11:41,20
11:42,22
11:43,22
11:44,18
11:45,20
11:46,22
11:47,27
11:48,29
11:49,34
11:50,36
11:51,35
11:52,37
11:53,37
11:54,34
11:55,35
11:56,35
11:57,33
11:58,32
11:59,35
12:00,37
12:01,36
12:02,34
12:03,32
12:04,33
12:05,34
12:06,35
12:07,30
12:08,29
12:09,29
12:10,28
12:11,26
12:12,30
12:13,30
12:14,29
12:15,27
12:16,28
12:17,30
12:18,31
12:19,31
12:20,31
12:21,30
12:22,28
12:23,28
12:24,21
12:25,17
12:26,19
12:27,21
12:28,26
12:29,28
12:30,29
12:31,29
12:32,28
12:33,30
12:34,31
12:35,31
12:36,31
12:37,32
12:38,33
12:39,33
12:40,33
12:41,35
12:42,33
12:43,30
12:44,30
12:45,31
12:46,30
12:47,29
12:48,28
12:49,28
12:50,29
12:51,30
12:52,29
12:53,27
12:54,26
12:55,27
12:56,26
12:57,26
12:58,26
12:59,26
13:00,27
13:01,29
13:02,28
13:03,27
13:04,30
13:05,32
13:06,34
13:07,34
13:08,34
13:09,35
13:10,35
13:11,35
13:12,36
13:13,37
13:14,38
13:15,39
13:16,38
13:17,37
13:18,38
13:19,36
13:20,33
13:21,30
13:22,31
13:23,32
13:24,31
13:25,32
13:26,32
13:27,32
13:28,32
13:29,33
13:30,34
13:31,33
13:32,35
13:33,36
13:34,37
13:35,36
13:36,36
13:37,35
13:38,36
13:39,36
13:40,38
13:41,41
13:42,41
13:43,41
13:44,39
13:45,38
13:46,37
13:47,37
13:48,37
13:49,40
13:50,39
13:51,39
13:52,41
13:53,40
13:54,40
13:55,41
13:56,40
13:57,41
13:58,42
13:59,43
14:00,43
14:01,45
14:02,49
14:03,50
14:04,50
14:05,52
14:06,55
14:07,57
14:08,59
14:09,58
14:10,59
14:11,59
14:12,60
14:13,60
14:14,61
14:15,61
14:16,61
14:17,60
14:18,60
14:19,62
14:20,64
14:21,66
14:22,70
14:23,68
14:24,68
14:25,69
14:26,70
14:27,71
14:28,72
14:29,73
14:30,76
14:31,77
14:32,77
14:33,76
14:34,72
14:35,67
14:36,65
14:37,68
14:38,66
14:39,65
14:40,63
14:41,62
14:42,64
14:43,66
14:44,69
14:45,71
14:46,73
14:47,75
14:48,78
14:49,79
14:50,78
14:51,77
14:52,74
14:53,75
14:54,74
14:55,76
14:56,76
14:57,75
14:58,74
14:59,73
15:00,72
15:01,67
15:02,67
15:03,73
15:04,75
15:05,79
15:06,81
15:07,79
15:08,78
15:09,80
15:10,80
15:11,82
15:12,83
15:13,86
15:14,88
15:15,91
15:16,88
15:17,88
15:18,87
15:19,87
15:20,83
15:21,83
15:22,86
15:23,86
15:24,90
15:25,93
15:26,90
15:27,88
15:28,89
15:29,86
15:30,85
15:31,84
15:32,87
15:33,82
15:34,83
15:35,87
15:36,87
15:37,84
15:38,85
15:39,87
15:40,91
15:41,93
15:42,93
15:43,94
15:44,92
15:45,92
15:46,92
15:47,95
15:48,98
15:49,98
15:50,99
15:51,98
15:52,99
15:53,99
15:54,99
15:55,97
15:56,97
15:57,98
15:58,99
15:59,99
