time,ask
09:30,35
09:31,32
09:32,32
09:33,32
09:34,32
09:35,32
09:36,32
09:37,32
09:38,31
09:39,30
09:40,30
09:41,30
09:42,30
09:43,31
09:44,30
09:45,30
09:46,30
09:47,31
09:48,32
09:49,31
09:50,31
09:51,28
09:52,27
09:53,29
09:54,27
09:55,28
09:56,28
09:57,28
09:58,28
09:59,28
10:00,27
10:01,26
10:02,27
10:03,26
10:04,27
10:05,28
10:06,29
10:07,28
10:08,27
10:09,27
10:10,27
10:11,27
10:12,25
10:13,25
10:14,24
10:15,23
10:16,24
10:17,25
10:18,25
10:19,25
10:20,26
10:21,27
10:22,27
10:23,26
10:24,26
10:25,26
10:26,25
10:27,25
10:28,25
10:29,26
10:30,25
10:31,26
10:32,26
10:33,27
10:34,27
10:35,26
10:36,25
10:37,25
10:38,26
10:39,27
10:40,28
10:41,27
10:42,27
10:43,26
10:44,27
10:45,26
10:46,25
10:47,24
10:48,24
10:49,25
10:50,25
10:51,27
10:52,30
10:53,31
10:54,31
10:55,31
10:56,31
10:57,31
10:58,31
10:59,31
11:00,32
11:01,33
11:02,34
11:03,33
11:04,32
11:05,32
11:06,33
11:07,33
11:08,33
11:09,33
11:10,33
11:11,32
11:12,32
11:13,31
11:14,31
11:15,28
11:16,26
11:17,24
11:18,22
11:19,22
11:20,21
11:21,21
11:22,22
11:23,23
11:24,23
11:25,24
11:26,23
11:27,21
11:28,22
11:29,22
11:30,23
11:31,24
11:32,24
11:33,23
11:34,23
11:35,23
11:36,23
11:37,22
11:38,22
11:39,21
11:40,22
11:41,21
11:42,21
11:43,20
11:44,20
11:45,21
11:46,22
11:47,23
11:48,24
11:49,24
11:50,24
11:51,25
11:52,26
11:53,26
11:54,26
11:55,24
11:56,23
11:57,23
11:58,23
11:59,23
12:00,22
12:01,21
12:02,21
12:03,21
12:04,20
12:05,20
12:06,19
12:07,20
12:08,21
12:09,21
12:10,21
12:11,20
12:12,19
12:13,20
12:14,19
12:15,17
12:16,17
12:17,16
12:18,15
12:19,16
12:20,15
12:21,15
12:22,15
12:23,15
12:24,15
12:25,15
12:26,14
12:27,14
12:28,14
12:29,15
12:30,15
12:31,16
12:32,16
12:33,16
12:34,15
12:35,15
12:36,16
12:37,17
12:38,17
12:39,17
12:40,17
12:41,18
12:42,18
12:43,17
12:44,16
12:45,15
12:46,16
12:47,16
12:48,16
12:49,16
12:50,16
12:51,16
12:52,14
12:53,13
12:54,13
12:55,13
12:56,14
12:57,15
12:58,15
12:59,16
13:00,17
13:01,17
13:02,16
13:03,15
13:04,15
13:05,15
13:06,16
13:07,16
13:08,16
13:09,17
13:10,17
13:11,17
13:12,18
13:13,18
13:14,18
13:15,18
13:16,17
13:17,14
13:18,13
13:19,11
13:20,11
13:21,11
13:22,12
13:23,12
13:24,13
13:25,12
13:26,13
13:27,13
13:28,13
13:29,13
13:30,12
13:31,10
13:32,10
13:33,10
13:34,10
13:35,9
13:36,10
13:37,10
13:38,9
13:39,9
13:40,9
13:41,10
13:42,9
13:43,9
13:44,9
13:45,9
13:46,9
13:47,8
13:48,7
13:49,7
13:50,7
13:51,9
13:52,10
13:53,10
13:54,10
13:55,11
13:56,11
13:57,11
13:58,12
13:59,12
14:00,13
14:01,15
14:02,15
14:03,15
14:04,13
14:05,12
14:06,13
14:07,12
14:08,12
14:09,11
14:10,10
14:11,11
14:12,11
14:13,11
14:14,11
14:15,12
14:16,14
14:17,14
14:18,14
14:19,12
14:20,14
14:21,14
14:22,15
14:23,17
14:24,19
14:25,25
14:26,25
14:27,21
14:28,19
14:29,17
14:30,16
14:31,17
14:32,20
14:33,19
14:34,19
14:35,20
14:36,21
14:37,20
14:38,19
14:39,18
14:40,16
14:41,18
14:42,19
14:43,17
14:44,17
14:45,16
14:46,16
14:47,16
14:48,18
14:49,20
14:50,18
14:51,18
14:52,19
14:53,19
14:54,20
14:55,21
14:56,20
14:57,17
14:58,14
14:59,13
15:00,14
15:01,15
15:02,18
15:03,20
15:04,19
15:05,17
15:06,16
15:07,15
15:08,14
15:09,15
15:10,18
15:11,19
15:12,17
15:13,14
15:14,13
15:15,11
15:16,9
15:17,7
15:18,8
15:19,9
15:20,10
15:21,9
15:22,9
15:23,9
15:24,12
15:25,12
15:26,9
15:27,8
15:28,12
15:29,18
15:30,15
15:31,16
15:32,18
15:33,20
15:34,17
15:35,16
15:36,15
15:37,16
15:38,20
15:39,31
15:40,39
15:41,33
15:42,38
15:43,46
15:44,45
15:45,46
15:46,56
15:47,56
15:48,60
15:49,56
15:50,55
15:51,58
15:52,59
15:53,62
15:54,65
15:55,57
15:56,62
15:57,83
15:58,85
15:59,90
